symbol,token,action,breakout_level,stop_loss,target1,target2,entry_date,position_size,capital_used,exit_date,exit_price,result,pnl_per_share,pnl_total,holding_days,num_trades,daily_pnl,daily_capital_used,cumulative_pnl,peak,drawdown,drawdown_pct,roi_pct
MAZDOCK-EQ,509,BUY,2697.7,2616.769,2983.932,3177.335,2025-04-16,12,32372.4,2025-04-25,2616.769,SL,-80.93100000000004,-971.1720000000004,9,2,-2020.902600000004,67363.42,-2020.902600000004,-2020.902600000004,0.0,-0.0,-3.000000000000006
RPOWER-EQ,15259,BUY,42.62,41.34139999999999,48.4812,51.6235,2025-04-17,821,34991.02,2025-04-25,41.34139999999999,SL,-1.2786000000000044,-1049.7306000000035,8,2,-2020.902600000004,67363.42,-2020.902600000004,-2020.902600000004,0.0,-0.0,-3.000000000000006
RPOWER-EQ,15259,SELL,40.72,41.9416,35.11,32.8185,2025-04-30,859,34978.48,2025-05-09,38.65,MKT,2.0700000000000003,1778.1300000000003,9,1,1778.1300000000003,34978.48,412.97739999999817,412.97739999999817,0.0,0.0,5.083497053045187
RPOWER-EQ,15259,BUY,44.2,42.874,46.85,52.17549999999999,2025-05-14,791,34962.200000000004,2025-05-23,52.17549999999999,T2,7.97549999999999,6308.620499999992,9,1,6308.620499999992,34962.200000000004,6721.59789999999,6721.59789999999,0.0,0.0,18.044117647058798
SHREECEM-EQ,3103,SELL,29390.0,29531.65,31415.0,35546.5,2025-05-05,1,29390.0,2025-05-06,29531.65,SL,-141.65000000000146,-141.65000000000146,1,1,-141.65000000000146,29390.0,-2162.5526000000054,-2020.902600000004,141.65000000000146,-7.009244285202127,-0.4819666553249454
MAZDOCK-EQ,509,BUY,2753.45,2670.8465,3078.0,3277.4999999999995,2025-04-28,12,33041.399999999994,2025-05-08,2819.9,MKT,66.45000000000027,797.4000000000033,10,1,797.4000000000033,33041.399999999994,-1365.1526000000022,-1365.1526000000022,0.0,-0.0,2.4133359966587475
RPOWER-EQ,15259,BUY,53.1,51.507,57.348000000000006,61.065,2025-05-26,659,34992.9,2025-05-27,51.507,SL,-1.5930000000000035,-1049.7870000000023,1,1,-1049.7870000000023,34992.9,5671.810899999988,6721.59789999999,1049.787000000002,15.618116638604693,-3.0000000000000067
SHREECEM-EQ,3103,SELL,30760.0,31682.8,28720.0,25058.0,2025-05-28,1,30760.0,2025-06-06,29600.0,MKT,1160.0,1160.0,9,1,1160.0,30760.0,6831.810899999988,6831.810899999988,0.0,0.0,3.7711313394018204
