Total Trades,Winning Trades,Losing Trades,Breakeven/Zero Trades,Total PnL,Max Capital Used (Any Day),ROI (%) on Max Capital,Win Rate (%),Avg Holding Days,Max Drawdown,Max Drawdown (%)
8,4,4,0,6831.81,97409.88,7.01,50.0,7.0,1049.79,15.62
