symbol,token,action,breakout_level,stop_loss,target1,target2,target3,entry_date,position_size,capital_used,exit_date,exit_price,result,pnl_per_share,pnl_total,holding_days
IGL-EQ,11262,SELL,204.3,210.42900000000003,194.4,192.0,173.7,2025-05-22,73,14913.900000000001,2025-05-28,210.42900000000003,SL,-6.129000000000019,-447.4170000000014,6
SHREECEM-EQ,3103,BUY,30445.0,29982.7,31415.0,32765.0,35546.0,2025-05-14,0,0.0,2025-05-28,29982.7,SL,-462.2999999999993,-0.0,14
RVNL-EQ,9552,SELL,401.5,413.545,377.4,341.3,317.5,2025-05-23,37,14855.5,2025-05-26,413.545,SL,-12.045000000000016,-445.6650000000006,3
INDHOTEL-EQ,1512,BUY,779.0,755.63,782.0,822.0,826.0,2025-05-26,19,14801.0,2025-05-28,761.2,MKT,-17.799999999999955,-338.19999999999914,2
CANBK-EQ,10794,BUY,98.44,105.34199999999998,115.1,117.3,124.9,2025-05-12,152,14962.88,2025-05-13,105.34199999999998,SL,6.901999999999987,1049.103999999998,1
PAGEIND-EQ,14413,BUY,47365.0,47001.35,51362.0,52331.0,55723.0,2025-05-16,0,0.0,2025-05-27,47001.35,SL,-363.65000000000146,-0.0,11
PETRONET-EQ,11351,BUY,320.2,310.594,320.2,326.5,339.4,2025-05-26,46,14729.199999999999,2025-05-27,320.2,T1_SL,0.0,0.0,1
IRB-EQ,15313,SELL,49.52,51.0056,46.55,42.95,42.09,2025-05-21,302,14955.04,2025-05-22,51.0056,SL,-1.485599999999998,-448.6511999999994,1
LICI-EQ,9480,BUY,821.0,840.02,918.0,935.0,996.0,2025-05-13,18,14778.0,2025-05-14,840.02,SL,19.019999999999982,342.3599999999997,1
DMART-EQ,19913,BUY,4121.0,4070.12,4448.0,4558.0,4825.0,2025-05-16,3,12363.0,2025-05-20,4070.12,SL,-50.88000000000011,-152.64000000000033,4
ITC-EQ,1660,BUY,438.0,424.86,439.6,440.8,464.3,2025-05-26,34,14892.0,2025-05-27,439.6,T2_SL,1.6000000000000227,54.40000000000077,1
BHARATFORG-EQ,422,BUY,1159.0,1231.9,1346.0,1372.0,1460.0,2025-05-09,12,13908.0,2025-05-12,1231.9,SL,72.90000000000009,874.8000000000011,3
OBEROIRLTY-EQ,20242,BUY,1760.0,1709.14,1868.0,1903.0,2026.0,2025-05-27,8,14080.0,2025-05-29,1709.14,SL,-50.8599999999999,-406.8799999999992,2
MRF-EQ,2277,BUY,141380.0,138186.19999999998,143140.0,143275.0,151008.0,2025-05-15,0,0.0,2025-05-23,143140.0,T2_SL,1760.0,0.0,8
OFSS-EQ,10738,SELL,8460.0,8558.27,7934.0,7810.0,7063.0,2025-05-20,1,8460.0,2025-05-28,8558.27,SL,-98.27000000000044,-98.27000000000044,8
TRENT-EQ,1964,SELL,5370.0,5531.1,5115.0,5064.0,5048.0,2025-05-22,2,10740.0,2025-05-26,5531.1,SL,-161.10000000000036,-322.2000000000007,4
MOTILALOFS-EQ,14947,BUY,705.0,779.88,852.0,868.0,925.0,2025-05-12,21,14805.0,2025-05-13,779.88,SL,74.88,1572.48,1
COCHINSHIP-EQ,21508,BUY,1717.0,2005.96,2192.0,2233.0,2378.0,2025-05-15,8,13736.0,2025-05-16,2005.96,SL,288.96000000000004,2311.6800000000003,1
PHOENIXLTD-EQ,14552,BUY,1540.0,1568.49,1714.0,1716.0,1860.0,2025-05-13,9,13860.0,2025-05-14,1568.49,SL,28.49000000000001,256.4100000000001,1
EICHERMOT-EQ,910,SELL,5376.0,5537.28,5260.0,5053.0,4570.0,2025-05-14,2,10752.0,2025-05-15,5537.28,SL,-161.27999999999975,-322.5599999999995,1
SIEMENS-EQ,3150,BUY,2904.0,3205.85,3503.0,3569.0,3801.0,2025-05-12,5,14520.0,2025-05-13,3205.85,SL,301.8499999999999,1509.2499999999995,1
AMBUJACEM-EQ,1270,BUY,544.0,552.9,580.0,604.0,656.0,2025-05-14,27,14688.0,2025-05-15,552.9,SL,8.899999999999977,240.2999999999994,1
DLF-EQ,14732,BUY,696.0,701.31,723.0,766.0,831.0,2025-05-14,21,14616.0,2025-05-15,701.31,SL,5.309999999999945,111.50999999999885,1
ABB-EQ,13,BUY,5792.0,5810.3,6349.0,6469.0,6888.0,2025-05-16,2,11584.0,2025-05-20,5810.3,SL,18.300000000000182,36.600000000000364,4
ADANIENSOL-EQ,10217,SELL,902.0,929.06,902.0,848.0,806.0,2025-05-19,16,14432.0,2025-05-29,880.95,MKT,21.049999999999955,336.7999999999993,10
NAUKRI-EQ,13751,SELL,1425.0,1467.75,1340.0,1322.0,1211.0,2025-05-28,10,14250.0,2025-05-29,1448.0,MKT,-23.0,-230.0,1
ALKEM-EQ,11703,BUY,5066.0,5160.4,5320.0,5639.0,6118.0,2025-05-13,2,10132.0,2025-05-14,5160.4,SL,94.39999999999964,188.79999999999927,1
TATAPOWER-EQ,3426,BUY,395.9,397.506,434.4,442.6,471.3,2025-05-14,37,14648.3,2025-05-15,397.506,SL,1.6059999999999945,59.4219999999998,1
BANDHANBNK-EQ,2263,SELL,164.3,169.229,154.4,153.4,139.7,2025-05-21,91,14951.300000000001,2025-05-27,169.229,SL,-4.929000000000002,-448.5390000000002,6
MOTHERSON-EQ,4204,BUY,147.4,147.052,153.3,159.0,172.5,2025-05-19,101,14887.400000000001,2025-05-20,147.052,SL,-0.3480000000000132,-35.14800000000133,1
RECLTD-EQ,15355,SELL,419.2,407.777,384.5,372.1,336.5,2025-04-30,35,14672.0,2025-05-02,407.777,SL,11.423000000000002,399.80500000000006,2
HINDALCO-EQ,1363,BUY,664.0,644.0799999999999,650.0,689.0,747.0,2025-05-20,22,14608.0,2025-05-21,664.0,T1_SL,0.0,0.0,1
OBEROIRLTY-EQ,20242,SELL,1716.0,1767.48,1613.0,1510.0,1459.0,2025-05-29,8,13728.0,2025-05-30,1746.3,MKT,-30.299999999999955,-242.39999999999964,1
LICHSGFIN-EQ,1997,BUY,617.0,607.22,664.0,676.0,720.0,2025-05-14,24,14808.0,2025-05-19,607.22,SL,-9.779999999999973,-234.71999999999935,5
TIINDIA-EQ,312,BUY,3075.0,2982.75,3187.0,3255.0,3458.0,2025-05-19,4,12300.0,2025-05-20,2982.75,SL,-92.25,-369.0,1
BOSCHLTD-EQ,2181,BUY,32080.0,31229.15,34127.0,34771.0,37024.0,2025-05-23,0,0.0,2025-05-28,31229.15,SL,-850.8499999999985,-0.0,5
MANKIND-EQ,15380,SELL,2516.0,2591.48,2365.0,2330.0,2139.0,2025-05-22,5,12580.0,2025-05-30,2467.7,MKT,48.30000000000018,241.5000000000009,8
ASIANPAINT-EQ,236,BUY,2338.0,2267.86,2379.0,2475.0,2478.0,2025-05-27,6,14028.0,2025-05-30,2267.86,SL,-70.13999999999987,-420.83999999999924,3
ACC-EQ,22,BUY,1888.0,1890.53,1955.0,2060.0,2234.0,2025-05-16,7,13216.0,2025-05-30,1890.53,SL,2.5299999999999727,17.70999999999981,14
PIDILITIND-EQ,2664,SELL,3062.0,3087.94,2932.0,2818.0,2548.0,2025-05-20,4,12248.0,2025-05-30,3087.94,SL,-25.940000000000055,-103.76000000000022,10
ONGC-EQ,2475,BUY,245.3,239.493,252.8,261.7,283.9,2025-05-14,61,14963.300000000001,2025-05-30,239.493,SL,-5.807000000000016,-354.227000000001,16
SWIGGY-EQ,27066,BUY,327.2,317.384,328.8,346.7,376.2,2025-05-19,45,14724.0,2025-05-20,317.384,SL,-9.815999999999974,-441.71999999999883,1
INDIANB-EQ,14309,SELL,588.0,605.64,588.0,553.0,552.0,2025-05-27,25,14700.0,2025-05-28,605.64,SL,-17.639999999999986,-440.99999999999966,1
MAHABANK-EQ,11377,BUY,51.59,50.0423,52.19,52.4,54.69,2025-05-19,290,14961.1,2025-05-20,52.19,T2_SL,0.5999999999999943,173.99999999999835,1
BANKINDIA-EQ,4745,BUY,115.4,113.296,119.8,123.8,134.3,2025-05-19,129,14886.6,2025-05-30,121.94,MKT,6.539999999999992,843.659999999999,11
NMDC-EQ,15332,BUY,73.1,70.907,73.69,75.6,82.02,2025-05-26,205,14985.499999999998,2025-05-27,73.1,T1_SL,0.0,0.0,1
CGPOWER-EQ,760,BUY,650.0,682.88,746.0,760.0,810.0,2025-05-13,23,14950.0,2025-05-14,682.88,SL,32.879999999999995,756.2399999999999,1
OLAELEC-EQ,24777,BUY,50.7,52.477,57.35,58.43,62.22,2025-05-14,295,14956.5,2025-05-15,52.477,SL,1.776999999999994,524.2149999999982,1
CHOLAFIN-EQ,685,BUY,1630.0,1590.8,1738.0,1771.0,1886.0,2025-05-19,9,14670.0,2025-05-30,1601.0,MKT,-29.0,-261.0,11
GLENMARK-EQ,7406,SELL,1417.0,1451.27,1359.0,1355.0,1324.0,2025-05-23,10,14170.0,2025-05-30,1451.27,SL,-34.26999999999998,-342.6999999999998,7
MUTHOOTFIN-EQ,23650,SELL,2085.0,2117.68,2056.0,1933.0,1748.0,2025-05-16,7,14595.0,2025-05-20,2085.0,T1_SL,0.0,0.0,4
SJVN-EQ,18883,BUY,103.4,100.298,107.5,109.6,118.9,2025-05-28,145,14993.0,2025-05-30,100.298,SL,-3.102000000000004,-449.79000000000053,2
APOLLOHOSP-EQ,157,BUY,7105.0,6891.849999999999,7531.0,7673.0,8171.0,2025-05-26,2,14210.0,2025-05-29,6891.849999999999,SL,-213.15000000000055,-426.3000000000011,3
M&M-EQ,2031,BUY,3000.0,2952.68,3227.0,3288.0,3501.0,2025-05-05,5,15000.0,2025-05-30,2976.8,MKT,-23.199999999999818,-115.99999999999909,25
HYUNDAI-EQ,25844,BUY,1874.0,1850.76,2022.0,2061.0,2194.0,2025-05-19,8,14992.0,2025-05-22,1850.76,SL,-23.24000000000001,-185.92000000000007,3
NAUKRI-EQ,13751,BUY,1454.0,1410.38,1497.0,1525.0,1541.0,2025-05-29,10,14540.0,2025-05-30,1427.5,MKT,-26.5,-265.0,1
BAJAJHFL-EQ,25270,BUY,122.6,121.056,132.3,137.0,143.5,2025-05-14,122,14957.199999999999,2025-05-30,122.0,MKT,-0.5999999999999943,-73.1999999999993,16
JSWENERGY-EQ,17869,BUY,482.0,493.73,525.0,540.0,585.0,2025-05-15,31,14942.0,2025-05-16,493.73,SL,11.730000000000018,363.63000000000056,1
MRF-EQ,2277,BUY,143275.0,138976.75,151872.0,154737.0,164766.0,2025-05-29,0,0.0,2025-05-30,138976.75,SL,-4298.25,-0.0,1
VEDL-EQ,3063,BUY,447.4,436.112,452.4,476.6,517.0,2025-05-27,33,14764.199999999999,2025-05-29,447.4,T1_SL,0.0,0.0,2
TATASTEEL-EQ,3499,BUY,162.1,157.237,171.8,175.1,186.4,2025-05-22,92,14913.199999999999,2025-06-02,159.04,MKT,-3.0600000000000023,-281.5200000000002,11
YESBANK-EQ,11915,BUY,19.44,21.049,23.0,23.44,24.96,2025-05-09,771,14988.240000000002,2025-05-12,21.049,SL,1.6089999999999982,1240.5389999999986,3
ABCAPITAL-EQ,21614,BUY,220.0,216.698,224.1,233.2,253.0,2025-05-21,68,14960.0,2025-05-26,220.0,T1_SL,0.0,0.0,5
ETERNAL-EQ,5097,SELL,225.6,230.926,224.2,222.0,210.7,2025-05-27,66,14889.6,2025-05-28,225.6,T1_SL,0.0,0.0,1
OIL-EQ,17438,BUY,432.6,422.726,461.9,470.7,501.0,2025-05-28,34,14708.400000000001,2025-06-02,422.726,SL,-9.874000000000024,-335.7160000000008,5
DABUR-EQ,772,BUY,484.5,471.032,486.2,486.4,515.0,2025-05-20,30,14535.0,2025-05-28,486.2,T2_SL,1.6999999999999886,50.99999999999966,8
HAVELLS-EQ,9819,SELL,1569.0,1601.65,1514.0,1462.0,1322.0,2025-05-20,9,14121.0,2025-06-02,1514.8,MKT,54.200000000000045,487.8000000000004,13
INDHOTEL-EQ,1512,SELL,762.0,784.86,762.0,744.0,716.0,2025-05-28,19,14478.0,2025-05-29,762.0,T1_SL,0.0,0.0,1
MPHASIS-EQ,4503,BUY,2550.0,2504.54,2643.0,2726.0,2958.0,2025-05-14,5,12750.0,2025-05-19,2550.0,T1_SL,0.0,0.0,5
NMDC-EQ,15332,SELL,70.51,72.62530000000001,69.06,66.28,62.0,2025-05-30,212,14948.12,2025-06-02,70.77,MKT,-0.2599999999999909,-55.11999999999807,3
INDUSTOWER-EQ,29135,SELL,390.3,392.739,376.6,358.4,324.1,2025-05-19,38,14831.4,2025-05-28,392.739,SL,-2.4389999999999645,-92.68199999999865,9
TCS-EQ,11536,BUY,3510.0,3404.7,3504.0,3545.0,3714.0,2025-05-23,4,14040.0,2025-05-27,3504.0,T2_SL,-6.0,-24.0,4
AUROPHARMA-EQ,275,SELL,1203.0,1199.95,1120.0,1095.0,990.0,2025-05-20,12,14436.0,2025-05-21,1199.95,SL,3.0499999999999545,36.599999999999454,1
TECHM-EQ,13538,SELL,1569.0,1616.07,1478.0,1475.0,1437.0,2025-05-22,9,14121.0,2025-06-02,1549.1,MKT,19.90000000000009,179.10000000000082,11
ASHOKLEY-EQ,212,BUY,228.0,234.061,255.8,260.6,277.5,2025-05-12,65,14820.0,2025-05-13,234.061,SL,6.061000000000007,393.9650000000005,1
BAJFINANCE-EQ,317,BUY,9286.0,9007.42,9286.0,9310.0,9843.0,2025-05-26,1,9286.0,2025-05-27,9286.0,T1_SL,0.0,0.0,1
JSWSTEEL-EQ,11723,SELL,1018.0,1048.54,1018.0,957.0,948.0,2025-05-20,14,14252.0,2025-05-21,1018.0,T1_SL,0.0,0.0,1
MARICO-EQ,4067,SELL,714.0,723.0600000000001,696.0,660.0,597.0,2025-05-20,21,14994.0,2025-05-27,714.0,T1_SL,0.0,0.0,7
GAIL-EQ,4717,BUY,191.0,188.859,206.4,210.3,223.9,2025-05-20,78,14898.0,2025-05-21,188.859,SL,-2.140999999999991,-166.9979999999993,1
FEDERALBNK-EQ,1023,BUY,194.9,197.298,205.4,215.6,233.9,2025-05-13,76,14812.4,2025-05-14,197.298,SL,2.397999999999996,182.2479999999997,1
TATAMOTORS-EQ,3456,BUY,732.0,710.04,742.0,776.0,842.0,2025-05-16,20,14640.0,2025-06-02,710.04,SL,-21.960000000000036,-439.2000000000007,17
IDFCFIRSTB-EQ,11184,SELL,66.91,68.9173,63.95,63.11,62.9,2025-05-21,224,14987.84,2025-06-02,68.9173,SL,-2.0073000000000008,-449.63520000000017,12
PNB-EQ,10666,BUY,99.55,96.5635,104.4,105.0,105.5,2025-05-19,150,14932.5,2025-05-30,104.4,T2_SL,4.8500000000000085,727.5000000000013,11
MANKIND-EQ,15380,BUY,2500.0,2425.0,2610.0,2650.0,2875.0,2025-05-30,6,15000.0,2025-06-02,2425.0,SL,-75.0,-450.0,3
BRITANNIA-EQ,547,BUY,5547.0,5380.59,5623.0,5640.0,5880.0,2025-05-20,2,11094.0,2025-06-02,5623.0,T2_SL,76.0,152.0,13
TATACOMM-EQ,3721,BUY,1689.0,1643.18,1796.0,1830.0,1948.0,2025-05-26,8,13512.0,2025-06-02,1676.2,MKT,-12.799999999999955,-102.39999999999964,7
TATACONSUM-EQ,3432,SELL,1124.0,1139.18,1106.0,1098.0,1040.0,2025-05-22,13,14612.0,2025-05-23,1139.18,SL,-15.180000000000064,-197.34000000000083,1
M&M-EQ,2031,SELL,2980.0,3069.4,2955.0,2801.0,2533.0,2025-05-30,5,14900.0,2025-06-03,3046.5,MKT,-66.5,-332.5,4
SBILIFE-EQ,21808,BUY,1798.0,1759.58,1814.0,1923.0,2086.0,2025-05-23,8,14384.0,2025-06-02,1798.0,T1_SL,0.0,0.0,10
COLPAL-EQ,15141,SELL,2531.0,2543.07,2321.0,2271.0,2099.0,2025-05-22,5,12655.0,2025-06-03,2475.2,MKT,55.80000000000018,279.0000000000009,12
DIXON-EQ,21690,SELL,15270.0,15475.75,14862.0,14148.0,12793.0,2025-05-22,0,0.0,2025-05-23,15270.0,T1_SL,0.0,0.0,1
IREDA-EQ,20261,BUY,175.2,170.332,175.6,178.5,186.1,2025-05-27,85,14891.999999999998,2025-05-28,175.2,T1_SL,0.0,0.0,1
OFSS-EQ,10738,BUY,8608.0,8349.76,8608.0,8745.0,9124.0,2025-05-29,1,8608.0,2025-06-02,8349.76,SL,-258.2399999999998,-258.2399999999998,4
HDFCBANK-EQ,1333,SELL,1892.0,1948.76,1892.0,1778.0,1608.0,2025-05-09,7,13244.0,2025-05-12,1948.76,SL,-56.75999999999999,-397.31999999999994,3
APOLLOTYRE-EQ,163,BUY,490.8,482.769,504.0,510.0,528.0,2025-05-16,30,14724.0,2025-05-21,482.769,SL,-8.031000000000006,-240.93000000000018,5
ADANIENSOL-EQ,10217,BUY,891.0,864.27,935.0,942.0,944.0,2025-05-29,16,14256.0,2025-05-30,864.27,SL,-26.730000000000018,-427.6800000000003,1
POWERGRID-EQ,14977,SELL,301.2,299.21500000000003,286.6,273.1,246.9,2025-05-20,49,14758.8,2025-05-21,299.21500000000003,SL,1.9849999999999568,97.26499999999788,1
BAJAJFINSV-EQ,16675,BUY,2049.0,1987.53,2071.0,2172.0,2356.0,2025-05-26,7,14343.0,2025-06-03,1987.53,SL,-61.47000000000003,-430.2900000000002,8
POLYCAB-EQ,9590,SELL,5992.0,6159.400000000001,5621.0,5600.0,5456.0,2025-05-21,2,11984.0,2025-06-03,5871.0,MKT,121.0,242.0,13
UPL-EQ,11287,SELL,634.0,644.78,624.0,588.0,532.0,2025-05-20,23,14582.0,2025-05-21,634.0,T1_SL,0.0,0.0,1
POLICYBZR-EQ,6656,BUY,1780.0,1735.33,1854.0,1896.0,2057.0,2025-05-23,8,14240.0,2025-06-03,1735.33,SL,-44.67000000000007,-357.3600000000006,11
MARUTI-EQ,10999,SELL,12594.0,12762.73,12115.0,11648.0,10532.0,2025-05-22,1,12594.0,2025-06-03,12128.0,MKT,466.0,466.0,12
WIPRO-EQ,3787,BUY,246.9,239.493,257.9,261.7,283.9,2025-05-23,60,14814.0,2025-06-03,246.22,MKT,-0.6800000000000068,-40.80000000000041,11
GODREJCP-EQ,10099,BUY,1288.0,1249.36,1308.0,1365.0,1481.0,2025-05-26,11,14168.0,2025-05-29,1249.36,SL,-38.6400000000001,-425.0400000000011,3
BIOCON-EQ,11373,SELL,331.6,340.106,330.2,317.9,310.4,2025-05-22,45,14922.000000000002,2025-05-23,331.6,T1_SL,0.0,0.0,1
TITAN-EQ,3506,SELL,3567.0,3674.01,3353.0,3246.0,3032.0,2025-05-22,4,14268.0,2025-06-03,3519.8,MKT,47.19999999999982,188.79999999999927,12
IGL-EQ,11262,BUY,210.0,203.7,216.2,216.4,220.5,2025-05-28,71,14910.0,2025-05-29,216.2,T2_SL,6.199999999999989,440.1999999999992,1
INFY-EQ,1594,SELL,1552.0,1598.56,1494.0,1465.0,1459.0,2025-05-22,9,13968.0,2025-05-29,1598.56,SL,-46.559999999999945,-419.0399999999995,7
AXISBANK-EQ,5900,BUY,1213.0,1176.61,1213.0,1219.0,1286.0,2025-05-26,12,14556.0,2025-05-27,1213.0,T1_SL,0.0,0.0,1
ADANIENT-EQ,25,BUY,2497.0,2422.09,2584.0,2647.0,2872.0,2025-05-23,6,14982.0,2025-06-03,2470.9,MKT,-26.09999999999991,-156.59999999999945,11
PREMIERENE-EQ,25049,BUY,998.0,1065.06,1164.0,1186.0,1263.0,2025-05-13,15,14970.0,2025-05-14,1065.06,SL,67.05999999999995,1005.8999999999992,1
IOC-EQ,1624,BUY,146.0,141.62,149.8,154.8,167.9,2025-05-16,102,14892.0,2025-05-20,141.62,SL,-4.3799999999999955,-446.75999999999954,4
NHPC-EQ,17400,SELL,86.16,88.7448,80.99,76.25,73.24,2025-05-23,174,14991.84,2025-06-03,85.09,MKT,1.0699999999999932,186.1799999999988,11
LICHSGFIN-EQ,1997,SELL,591.0,608.73,584.0,563.0,556.0,2025-05-30,25,14775.0,2025-06-03,608.73,SL,-17.730000000000018,-443.25000000000045,4
PERSISTENT-EQ,18365,BUY,5630.0,5461.099999999999,5630.0,5815.0,5968.0,2025-05-23,2,11260.0,2025-05-27,5630.0,T1_SL,0.0,0.0,4
UNITDSPR-EQ,10447,SELL,1527.0,1552.21,1507.0,1502.0,1417.0,2025-05-21,9,13743.0,2025-05-22,1552.21,SL,-25.210000000000036,-226.89000000000033,1
JUBLFOOD-EQ,18096,SELL,691.0,678.77,659.0,652.0,619.0,2025-05-20,21,14511.0,2025-05-21,678.77,SL,12.230000000000018,256.8300000000004,1
SRF-EQ,3273,SELL,2950.0,2958.16,2872.0,2849.0,2700.0,2025-05-22,5,14750.0,2025-06-02,2872.0,T2_SL,78.0,390.0,11
PFC-EQ,14299,BUY,413.8,401.386,417.8,424.5,436.6,2025-05-28,36,14896.800000000001,2025-06-04,404.8,MKT,-9.0,-324.0,7
HAL-EQ,2303,BUY,4608.0,4736.51,5176.0,5274.0,5615.0,2025-05-13,3,13824.0,2025-05-14,4736.51,SL,128.51000000000022,385.53000000000065,1
LTIM-EQ,17818,BUY,4977.0,4936.33,5394.0,5496.0,5852.0,2025-05-13,3,14931.0,2025-06-04,5153.0,MKT,176.0,528.0,22
NMDC-EQ,15332,BUY,71.32,69.18039999999999,73.69,75.6,82.02,2025-06-02,210,14977.199999999999,2025-06-04,69.18039999999999,SL,-2.1396000000000015,-449.3160000000003,2
ICICIPRULI-EQ,18652,BUY,656.0,642.14,702.0,715.0,761.0,2025-05-28,22,14432.0,2025-06-03,642.14,SL,-13.860000000000014,-304.9200000000003,6
UPL-EQ,11287,SELL,634.0,653.02,624.0,618.0,596.0,2025-06-03,23,14582.0,2025-06-04,642.55,MKT,-8.549999999999955,-196.64999999999895,1
ESCORTS-EQ,958,SELL,3492.0,3538.05,3229.0,3102.0,2920.0,2025-05-22,4,13968.0,2025-05-23,3538.05,SL,-46.05000000000018,-184.20000000000073,1
HDFCAMC-EQ,4244,BUY,4495.0,4699.65,5136.0,5233.0,5572.0,2025-05-12,3,13485.0,2025-05-13,4699.65,SL,204.64999999999964,613.9499999999989,1
TORNTPHARM-EQ,3518,SELL,3205.0,3254.8,3102.0,2970.0,2686.0,2025-05-23,4,12820.0,2025-06-04,3137.1,MKT,67.90000000000009,271.60000000000036,12
GMRAIRPORT-EQ,13528,SELL,87.2,87.241,80.5,79.62,72.0,2025-05-20,172,14998.4,2025-05-21,87.241,SL,-0.04099999999999682,-7.0519999999994525,1
ICICIBANK-EQ,4963,BUY,1339.0,1331.81,1455.0,1483.0,1579.0,2025-04-15,11,14729.0,2025-06-04,1431.0,MKT,92.0,1012.0,50
VBL-EQ,18921,SELL,498.0,490.383,472.4,447.5,404.7,2025-05-19,30,14940.0,2025-05-20,490.383,SL,7.617000000000019,228.51000000000056,1
JSWENERGY-EQ,17869,SELL,492.1,506.86300000000006,462.6,442.0,418.3,2025-05-30,30,14763.0,2025-06-03,506.86300000000006,SL,-14.763000000000034,-442.890000000001,4
OFSS-EQ,10738,SELL,8326.0,8575.78,8326.0,8196.0,7826.0,2025-06-03,1,8326.0,2025-06-04,8575.78,SL,-249.78000000000065,-249.78000000000065,1
POLICYBZR-EQ,6656,SELL,1739.0,1791.17,1635.0,1630.0,1574.0,2025-06-03,8,13912.0,2025-06-04,1791.17,SL,-52.17000000000007,-417.3600000000006,1
HEROMOTOCO-EQ,1348,BUY,4108.0,3984.76,4354.0,4437.0,4724.0,2025-05-15,3,12324.0,2025-05-19,4354.0,T2_SL,246.0,738.0,4
ABFRL-EQ,30108,SELL,99.22,90.846,82.91,81.14,74.97,2025-05-21,151,14982.22,2025-05-22,90.846,SL,8.373999999999995,1264.4739999999993,1
TORNTPOWER-EQ,13786,SELL,1406.0,1423.46,1367.0,1299.0,1175.0,2025-05-20,10,14060.0,2025-05-26,1423.46,SL,-17.460000000000036,-174.60000000000036,6
INDIGO-EQ,11195,SELL,5432.0,5551.7,5067.0,4892.0,4582.0,2025-05-21,2,10864.0,2025-05-22,5551.7,SL,-119.69999999999982,-239.39999999999964,1
DMART-EQ,19913,SELL,4051.0,4135.45,3981.0,3808.0,3443.0,2025-05-28,3,12153.0,2025-06-05,4135.45,SL,-84.44999999999982,-253.34999999999945,8
NYKAA-EQ,6545,BUY,204.6,198.947,206.4,217.4,235.9,2025-05-26,73,14935.8,2025-05-30,204.6,T1_SL,0.0,0.0,4
IREDA-EQ,20261,SELL,173.0,178.19,162.6,153.0,147.0,2025-06-03,86,14878.0,2025-06-05,178.19,SL,-5.189999999999998,-446.3399999999998,2
KPITTECH-EQ,9683,SELL,1336.0,1376.08,1256.0,1212.0,1178.0,2025-05-20,11,14696.0,2025-06-05,1320.5,MKT,15.5,170.5,16
TVSMOTOR-EQ,8479,BUY,2795.0,2768.38,3025.0,3082.0,3282.0,2025-05-16,5,13975.0,2025-05-20,2768.38,SL,-26.61999999999989,-133.09999999999945,4
EXIDEIND-EQ,676,BUY,383.3,377.039,397.2,412.0,447.0,2025-05-23,39,14948.7,2025-05-27,377.039,SL,-6.261000000000024,-244.17900000000094,4
BHARTIARTL-EQ,10604,BUY,1837.0,1802.26,1917.0,1969.0,2137.0,2025-05-23,8,14696.0,2025-06-05,1878.8,MKT,41.799999999999955,334.39999999999964,13
CIPLA-EQ,694,SELL,1462.0,1505.86,1451.0,1374.0,1243.0,2025-05-20,10,14620.0,2025-06-05,1489.8,MKT,-27.799999999999955,-277.99999999999955,16
NMDC-EQ,15332,SELL,70.04,72.14120000000001,69.06,65.84,59.53,2025-06-04,214,14988.560000000001,2025-06-05,70.8,MKT,-0.7599999999999909,-162.63999999999805,1
PRESTIGE-EQ,20302,BUY,1445.0,1488.95,1627.0,1658.0,1765.0,2025-05-23,10,14450.0,2025-05-26,1488.95,SL,43.950000000000045,439.50000000000045,3
BIOCON-EQ,11373,BUY,338.2,328.054,338.2,340.8,358.5,2025-06-03,44,14880.8,2025-06-04,338.2,T1_SL,0.0,0.0,1
SONACOMS-EQ,4684,BUY,549.0,532.53,582.0,593.0,631.0,2025-05-26,27,14823.0,2025-05-28,532.53,SL,-16.470000000000027,-444.69000000000074,2
HDFCAMC-EQ,4244,SELL,4750.0,4892.5,4465.0,4370.0,4038.0,2025-06-04,3,14250.0,2025-06-05,4892.5,SL,-142.5,-427.5,1
NHPC-EQ,17400,SELL,85.65,88.21950000000001,80.51,76.25,72.8,2025-06-03,175,14988.750000000002,2025-06-05,88.21950000000001,SL,-2.569500000000005,-449.6625000000009,2
DRREDDY-EQ,881,BUY,1241.0,1228.02,1342.0,1367.0,1456.0,2025-05-26,12,14892.0,2025-06-06,1320.9,MKT,79.90000000000009,958.8000000000011,11
HUDCO-EQ,20825,BUY,239.8,238.814,261.0,265.9,283.1,2025-05-27,62,14867.6,2025-05-28,238.814,SL,-0.9860000000000184,-61.13200000000114,1
POLYCAB-EQ,9590,SELL,5910.0,6027.56,5501.0,5384.0,4974.0,2025-06-03,2,11820.0,2025-06-06,6027.56,SL,-117.5600000000004,-235.1200000000008,3
BANKBARODA-EQ,4668,BUY,243.9,243.955,251.5,266.6,289.2,2025-05-26,61,14877.9,2025-05-27,243.955,SL,0.05500000000000682,3.355000000000416,1
LODHA-EQ,3220,BUY,1434.0,1430.75,1484.0,1564.0,1696.0,2025-05-26,10,14340.0,2025-05-27,1430.75,SL,-3.25,-32.5,1
JIOFIN-EQ,18143,BUY,283.6,282.949,299.2,309.2,335.5,2025-05-26,52,14747.2,2025-05-27,282.949,SL,-0.6510000000000105,-33.852000000000544,1
SHRIRAMFIN-EQ,4306,SELL,656.0,667.44,639.0,609.0,597.0,2025-05-21,22,14432.0,2025-05-26,667.44,SL,-11.440000000000055,-251.6800000000012,5
ICICIGI-EQ,21770,BUY,1879.0,1838.15,1918.0,2009.0,2179.0,2025-05-19,7,13153.0,2025-05-26,1838.15,SL,-40.84999999999991,-285.94999999999936,7
