symbol,token,action,breakout_level,stop_loss,target1,target2,target3,entry_date,position_size,capital_used,exit_date,exit_price,result,pnl_per_share,pnl_total,holding_days
HEROMOTOCO-EQ,1348,SELL,4203.0,4298.1900000000005,4173.0,3933.0,3923.0,2025-06-04,2,8406.0,2025-06-05,4203.0,T1_SL,0.0,0.0,1
HINDZINC-EQ,1424,BUY,446.5,460.168,503.0,512.0,546.0,2025-05-26,22,9823.0,2025-05-27,460.168,SL,13.668000000000006,300.69600000000014,1
BHARATFORG-EQ,422,BUY,1260.0,1240.63,1286.0,1356.0,1471.0,2025-05-29,7,8820.0,2025-05-30,1240.63,SL,-19.36999999999989,-135.58999999999924,1
LTF-EQ,24948,BUY,175.8,174.6,190.8,194.4,207.0,2025-05-26,56,9844.800000000001,2025-05-27,174.6,SL,-1.200000000000017,-67.20000000000095,1
MOTILALOFS-EQ,14947,BUY,800.0,822.56,899.0,916.0,975.0,2025-05-29,12,9600.0,2025-05-30,822.56,SL,22.559999999999945,270.71999999999935,1
MARUTI-EQ,10999,SELL,12115.0,12478.45,11388.0,11146.0,10298.0,2025-06-03,0,0.0,2025-06-06,12478.45,SL,-363.4500000000007,-0.0,3
IGL-EQ,11262,SELL,205.8,211.974,201.5,194.4,193.5,2025-06-03,48,9878.400000000001,2025-06-06,211.974,SL,-6.173999999999978,-296.35199999999895,3
ACC-EQ,22,SELL,1912.0,1969.36,1797.0,1779.0,1625.0,2025-05-30,5,9560.0,2025-06-09,1905.6,MKT,6.400000000000091,32.000000000000455,10
ADANIGREEN-EQ,3563,BUY,976.0,973.88,1038.0,1064.0,1155.0,2025-05-16,10,9760.0,2025-05-23,976.0,T1_SL,0.0,0.0,7
AUBANK-EQ,21238,BUY,699.0,709.0699999999999,775.0,789.0,841.0,2025-05-26,14,9786.0,2025-05-27,709.0699999999999,SL,10.069999999999936,140.9799999999991,1
VMM-EQ,27969,BUY,125.8,124.548,128.4,136.1,147.7,2025-05-28,79,9938.199999999999,2025-05-29,125.8,T1_SL,0.0,0.0,1
PIDILITIND-EQ,2664,BUY,3071.0,2978.87,3145.0,3255.0,3532.0,2025-05-30,3,9213.0,2025-06-09,3055.8,MKT,-15.199999999999818,-45.599999999999454,10
TATACOMM-EQ,3721,SELL,1665.0,1714.95,1565.0,1471.0,1415.0,2025-06-02,6,9990.0,2025-06-05,1714.95,SL,-49.950000000000045,-299.7000000000003,3
VOLTAS-EQ,3718,BUY,1271.0,1232.87,1282.0,1287.0,1347.0,2025-05-22,7,8897.0,2025-05-30,1262.8,MKT,-8.200000000000045,-57.40000000000032,8
BANDHANBNK-EQ,2263,BUY,171.2,168.004,175.2,183.6,199.2,2025-05-29,58,9929.599999999999,2025-05-30,168.004,SL,-3.195999999999998,-185.36799999999988,1
TATAELXSI-EQ,3411,BUY,6228.0,6260.38,6841.0,6970.0,7422.0,2025-05-19,1,6228.0,2025-05-20,6260.38,SL,32.38000000000011,32.38000000000011,1
SIEMENS-EQ,3150,BUY,3348.0,3247.56,3549.0,3616.0,3850.0,2025-05-29,2,6696.0,2025-06-06,3297.5,MKT,-50.5,-101.0,8
IRCTC-EQ,13611,SELL,781.0,797.22,728.0,706.0,658.0,2025-05-22,12,9372.0,2025-05-27,797.22,SL,-16.220000000000027,-194.64000000000033,5
INDUSTOWER-EQ,29135,SELL,382.0,393.46,377.6,375.6,359.1,2025-06-02,26,9932.0,2025-06-06,393.46,SL,-11.45999999999998,-297.95999999999947,4
ONGC-EQ,2475,SELL,241.3,248.539,239.6,228.4,226.8,2025-05-30,41,9893.300000000001,2025-06-09,241.3,T1_SL,0.0,0.0,10
GRASIM-EQ,1232,SELL,2710.0,2628.56,2399.0,2348.0,2169.0,2025-05-21,3,8130.0,2025-05-22,2628.56,SL,81.44000000000005,244.32000000000016,1
MPHASIS-EQ,4503,SELL,2501.0,2576.03,2387.0,2351.0,2126.0,2025-06-02,3,7503.0,2025-06-09,2576.03,SL,-75.0300000000002,-225.0900000000006,7
CHOLAFIN-EQ,685,SELL,1602.0,1594.44,1455.0,1424.0,1316.0,2025-05-30,6,9612.0,2025-06-03,1594.44,SL,7.559999999999945,45.35999999999967,4
COFORGE-EQ,11543,BUY,1697.0,1687.8,1844.0,1879.0,2001.0,2025-05-28,5,8485.0,2025-06-06,1775.5,MKT,78.5,392.5,9
ABB-EQ,13,BUY,6062.0,5934.46,6485.0,6607.0,7036.0,2025-05-29,1,6062.0,2025-06-02,5934.46,SL,-127.53999999999996,-127.53999999999996,4
COALINDIA-EQ,20374,BUY,400.4,388.388,417.2,424.4,460.5,2025-05-23,24,9609.599999999999,2025-06-02,399.7,MKT,-0.6999999999999886,-16.799999999999727,10
ADANIENT-EQ,25,SELL,2510.0,2585.3,2465.0,2359.0,2233.0,2025-06-03,3,7530.0,2025-06-05,2510.0,T1_SL,0.0,0.0,2
ATGL-EQ,6066,BUY,676.0,672.21,695.0,731.0,793.0,2025-05-27,14,9464.0,2025-05-28,672.21,SL,-3.7899999999999636,-53.05999999999949,1
ADANIPOWER-EQ,17388,BUY,553.0,536.41,570.0,573.0,586.0,2025-05-28,18,9954.0,2025-06-06,555.25,MKT,2.25,40.5,9
ADANIENSOL-EQ,10217,SELL,860.0,885.8000000000001,808.0,806.0,731.0,2025-06-03,11,9460.0,2025-06-06,885.8000000000001,SL,-25.800000000000068,-283.80000000000075,3
ZYDUSLIFE-EQ,7929,BUY,920.0,913.74,999.0,1017.0,1083.0,2025-05-27,10,9200.0,2025-06-06,960.15,MKT,40.14999999999998,401.4999999999998,10
WAAREEENER-EQ,25907,BUY,2734.0,2945.89,3219.0,3280.0,3493.0,2025-05-14,3,8202.0,2025-05-15,2945.89,SL,211.88999999999987,635.6699999999996,1
IRB-EQ,15313,BUY,51.78,50.537,52.59,55.23,59.92,2025-05-28,193,9993.54,2025-05-30,50.537,SL,-1.243000000000002,-239.8990000000004,2
SBILIFE-EQ,21808,SELL,1796.0,1849.88,1796.0,1741.0,1688.0,2025-06-03,5,8980.0,2025-06-09,1796.0,T1_SL,0.0,0.0,6
GODREJPROP-EQ,17875,BUY,2269.0,2263.01,2473.0,2520.0,2683.0,2025-05-28,4,9076.0,2025-05-29,2263.01,SL,-5.989999999999782,-23.959999999999127,1
OIL-EQ,17438,SELL,424.3,437.029,404.1,398.8,389.0,2025-06-02,23,9758.9,2025-06-10,437.029,SL,-12.728999999999985,-292.76699999999965,8
AMBUJACEM-EQ,1270,SELL,559.0,565.47,516.0,512.0,466.6,2025-05-29,17,9503.0,2025-06-06,555.15,MKT,3.8500000000000227,65.45000000000039,8
LICI-EQ,9480,BUY,874.0,937.02,966.0,1024.0,1111.0,2025-05-28,11,9614.0,2025-05-29,937.02,SL,63.01999999999998,693.2199999999998,1
PETRONET-EQ,11351,SELL,313.0,319.094,298.0,291.2,263.3,2025-05-28,31,9703.0,2025-06-06,305.95,MKT,7.050000000000011,218.55000000000035,9
NTPC-EQ,11630,SELL,338.2,336.81,307.4,300.8,278.0,2025-05-27,29,9807.8,2025-05-28,336.81,SL,1.3899999999999864,40.309999999999604,1
IRFC-EQ,2029,BUY,141.0,139.292,143.6,152.2,165.1,2025-05-28,70,9870.0,2025-05-29,139.292,SL,-1.7079999999999984,-119.55999999999989,1
CANBK-EQ,10794,BUY,109.5,106.215,116.1,118.3,125.9,2025-05-28,91,9964.5,2025-06-06,115.71,MKT,6.209999999999994,565.1099999999994,9
RVNL-EQ,9552,BUY,421.0,408.37,446.3,447.8,484.2,2025-05-28,23,9683.0,2025-05-30,408.37,SL,-12.629999999999995,-290.4899999999999,2
SBIN-EQ,3045,BUY,798.0,784.73,809.0,823.0,858.0,2025-05-27,12,9576.0,2025-05-30,798.0,T1_SL,0.0,0.0,3
WIPRO-EQ,3787,SELL,246.2,253.586,245.0,236.5,231.4,2025-06-03,40,9848.0,2025-06-10,253.586,SL,-7.386000000000024,-295.44000000000096,7
GMRAIRPORT-EQ,13528,SELL,84.7,87.241,83.4,79.62,72.0,2025-06-04,118,9994.6,2025-06-12,84.7,T1_SL,0.0,0.0,8
BAJFINANCE-EQ,317,SELL,9121.0,9311.2,9028.0,8605.0,8498.0,2025-06-02,1,9121.0,2025-06-03,9121.0,T1_SL,0.0,0.0,1
MAXHEALTH-EQ,22377,BUY,1171.0,1135.87,1204.0,1241.0,1347.0,2025-05-23,8,9368.0,2025-05-29,1135.87,SL,-35.13000000000011,-281.0400000000009,6
SUPREMEIND-EQ,3363,BUY,3893.0,4093.4,4220.0,4473.0,4853.0,2025-05-23,2,7786.0,2025-05-26,4093.4,SL,200.4000000000001,400.8000000000002,3
TATAPOWER-EQ,3426,SELL,395.5,402.73,389.5,367.5,357.2,2025-05-29,25,9887.5,2025-06-05,395.5,T1_SL,0.0,0.0,7
HYUNDAI-EQ,25844,SELL,1847.0,1902.41,1804.0,1736.0,1690.0,2025-05-30,5,9235.0,2025-06-09,1902.41,SL,-55.41000000000008,-277.0500000000004,10
TATATECH-EQ,20293,BUY,777.0,753.6899999999999,777.0,783.0,824.0,2025-05-27,12,9324.0,2025-05-28,777.0,T2_SL,0.0,0.0,1
PHOENIXLTD-EQ,14552,SELL,1571.0,1615.04,1474.0,1438.0,1333.0,2025-05-29,6,9426.0,2025-06-03,1615.04,SL,-44.039999999999964,-264.2399999999998,5
SUNPHARMA-EQ,3351,SELL,1779.0,1732.46,1630.0,1624.0,1474.0,2025-05-08,5,8895.0,2025-05-09,1732.46,SL,46.539999999999964,232.69999999999982,1
HAVELLS-EQ,9819,SELL,1523.0,1536.76,1402.0,1373.0,1268.0,2025-06-02,6,9138.0,2025-06-09,1536.76,SL,-13.759999999999991,-82.55999999999995,7
KOTAKBANK-EQ,1922,SELL,2065.0,2112.53,2051.0,1928.0,1743.0,2025-05-27,4,8260.0,2025-06-03,2065.0,T1_SL,0.0,0.0,7
EICHERMOT-EQ,910,SELL,5320.0,5479.6,5287.0,5001.0,4522.0,2025-05-29,1,5320.0,2025-06-05,5320.0,T1_SL,0.0,0.0,7
KALYANKJIL-EQ,2955,BUY,574.0,556.78,574.0,608.0,660.0,2025-05-27,17,9758.0,2025-06-02,556.78,SL,-17.220000000000027,-292.74000000000046,6
BHEL-EQ,438,BUY,256.0,248.32,260.0,271.4,294.4,2025-05-26,39,9984.0,2025-06-03,256.0,T1_SL,0.0,0.0,8
PERSISTENT-EQ,18365,SELL,5487.0,5651.610000000001,5449.0,5316.0,5158.0,2025-06-03,1,5487.0,2025-06-06,5651.610000000001,SL,-164.61000000000058,-164.61000000000058,3
ITC-EQ,1660,SELL,422.9,435.587,397.5,389.1,359.5,2025-05-28,23,9726.699999999999,2025-06-06,421.05,MKT,1.849999999999966,42.549999999999216,9
AXISBANK-EQ,5900,SELL,1179.0,1191.71,1088.0,1064.0,983.0,2025-06-03,8,9432.0,2025-06-06,1191.71,SL,-12.710000000000036,-101.68000000000029,3
BIOCON-EQ,11373,SELL,330.6,338.87,309.3,302.7,279.6,2025-06-05,30,9918.0,2025-06-09,338.87,SL,-8.269999999999982,-248.09999999999945,4
BPCL-EQ,526,BUY,320.0,311.37,321.0,324.0,339.4,2025-05-26,31,9920.0,2025-05-27,320.0,T1_SL,0.0,0.0,1
TORNTPHARM-EQ,3518,SELL,3116.0,3209.48,3116.0,3102.0,2929.0,2025-06-04,3,9348.0,2025-06-10,3209.48,SL,-93.48000000000002,-280.44000000000005,6
VBL-EQ,18921,SELL,469.7,483.791,467.4,441.5,399.2,2025-06-04,21,9863.699999999999,2025-06-05,469.7,T1_SL,0.0,0.0,1
TCS-EQ,11536,SELL,3451.0,3502.0,3196.0,3128.0,2890.0,2025-06-02,2,6902.0,2025-06-12,3434.2,MKT,16.800000000000182,33.600000000000364,10
KPITTECH-EQ,9683,SELL,1311.0,1350.33,1309.0,1232.0,1114.0,2025-06-05,7,9177.0,2025-06-09,1350.33,SL,-39.32999999999993,-275.3099999999995,4
ASIANPAINT-EQ,236,SELL,2283.0,2308.23,2241.0,2107.0,1905.0,2025-05-30,4,9132.0,2025-06-09,2247.9,MKT,35.09999999999991,140.39999999999964,10
GLENMARK-EQ,7406,BUY,1451.0,1550.06,1598.0,1694.0,1838.0,2025-05-30,6,8706.0,2025-06-02,1550.06,SL,99.05999999999995,594.3599999999997,3
JSWSTEEL-EQ,11723,SELL,980.0,998.07,911.0,891.0,824.0,2025-06-02,10,9800.0,2025-06-06,998.07,SL,-18.07000000000005,-180.7000000000005,4
INFY-EQ,1594,SELL,1539.0,1585.17,1494.0,1447.0,1308.0,2025-06-03,6,9234.0,2025-06-09,1585.17,SL,-46.17000000000007,-277.02000000000044,6
BOSCHLTD-EQ,2181,SELL,31165.0,32099.95,31010.0,29560.0,29375.0,2025-05-30,0,0.0,2025-06-09,31690.0,MKT,-525.0,-0.0,10
ADANIPORTS-EQ,15083,BUY,1377.0,1414.26,1545.0,1575.0,1677.0,2025-05-23,7,9639.0,2025-05-26,1414.26,SL,37.25999999999999,260.81999999999994,3
NESTLEIND-EQ,17963,BUY,2422.0,2391.05,2422.0,2482.0,2567.0,2025-05-26,4,9688.0,2025-05-28,2422.0,T2_SL,0.0,0.0,2
HCLTECH-EQ,7229,BUY,1671.0,1620.87,1703.0,1771.0,1922.0,2025-05-26,5,8355.0,2025-06-02,1620.87,SL,-50.13000000000011,-250.65000000000055,7
DMART-EQ,19913,BUY,4170.0,4044.9,4245.0,4248.0,4420.0,2025-06-05,2,8340.0,2025-06-10,4044.9,SL,-125.09999999999991,-250.19999999999982,5
TATAMOTORS-EQ,3456,SELL,712.0,732.33,711.0,707.0,668.0,2025-06-02,14,9968.0,2025-06-03,711.0,T2_SL,1.0,14.0,1
ULTRACEMCO-EQ,11532,SELL,11481.0,11716.25,11313.0,10692.0,9669.0,2025-05-27,0,0.0,2025-06-06,11253.0,MKT,228.0,0.0,10
PIDILITIND-EQ,2664,SELL,3040.0,3131.2000000000003,2992.0,2966.0,2858.0,2025-06-09,3,9120.0,2025-06-13,2992.0,T2_SL,48.0,144.0,4
NATIONALUM-EQ,6364,BUY,162.4,178.77100000000002,195.4,199.0,211.9,2025-05-12,61,9906.4,2025-05-13,178.77100000000002,SL,16.37100000000001,998.6310000000005,1
RELIANCE-EQ,2885,BUY,1440.0,1397.77,1461.0,1527.0,1657.0,2025-05-26,6,8640.0,2025-06-02,1397.77,SL,-42.23000000000002,-253.3800000000001,7
AUROPHARMA-EQ,275,SELL,1142.0,1176.26,1120.0,1073.0,971.0,2025-06-02,8,9136.0,2025-06-11,1176.26,SL,-34.25999999999999,-274.0799999999999,9
APOLLOHOSP-EQ,157,SELL,6886.0,7004.0,6800.0,6392.0,5780.0,2025-05-30,1,6886.0,2025-06-02,7004.0,SL,-118.0,-118.0,3
MANKIND-EQ,15380,SELL,2412.0,2441.1,2228.0,2180.0,2014.0,2025-06-02,4,9648.0,2025-06-03,2441.1,SL,-29.09999999999991,-116.39999999999964,1
PAYTM-EQ,6705,BUY,874.0,901.13,985.0,1003.0,1068.0,2025-05-27,11,9614.0,2025-05-28,901.13,SL,27.129999999999995,298.42999999999995,1
IOC-EQ,1624,SELL,141.2,144.818,140.6,139.1,132.2,2025-06-03,70,9884.0,2025-06-04,140.6,T2_SL,0.5999999999999943,41.9999999999996,1
BAJAJ-AUTO-EQ,16669,BUY,8862.0,8708.66,8978.0,9517.0,10325.0,2025-05-26,1,8862.0,2025-05-28,8862.0,T1_SL,0.0,0.0,2
ACC-EQ,22,BUY,1913.0,1858.52,1916.0,1973.0,2031.0,2025-06-09,5,9565.0,2025-06-10,1913.0,T1_SL,0.0,0.0,1
POLICYBZR-EQ,6656,BUY,1808.0,1798.38,1965.0,2002.0,2132.0,2025-06-04,5,9040.0,2025-06-13,1890.4,MKT,82.40000000000009,412.00000000000045,9
YESBANK-EQ,11915,BUY,21.65,21.0005,21.95,22.95,24.9,2025-06-02,461,9980.65,2025-06-03,21.0005,SL,-0.6494999999999997,-299.41949999999986,1
CHOLAFIN-EQ,685,BUY,1624.0,1575.28,1661.0,1684.0,1721.0,2025-06-09,6,9744.0,2025-06-13,1575.28,SL,-48.72000000000003,-292.32000000000016,4
JUBLFOOD-EQ,18096,BUY,672.0,672.21,712.0,735.0,797.0,2025-06-04,14,9408.0,2025-06-12,672.21,SL,0.21000000000003638,2.9400000000005093,8
SAIL-EQ,2963,BUY,134.0,129.98,142.0,144.7,154.1,2025-06-06,74,9916.0,2025-06-12,129.98,SL,-4.02000000000001,-297.48000000000076,6
GMRAIRPORT-EQ,13528,BUY,86.54,83.94380000000001,89.65,91.73,91.75,2025-06-09,115,9952.1,2025-06-12,83.94380000000001,SL,-2.596199999999996,-298.56299999999953,3
AMBUJACEM-EQ,1270,BUY,557.0,546.11,576.0,597.0,647.0,2025-06-09,17,9469.0,2025-06-12,546.11,SL,-10.889999999999986,-185.12999999999977,3
BAJAJFINSV-EQ,16675,SELL,1995.0,1986.87,1813.0,1775.0,1640.0,2025-06-03,5,9975.0,2025-06-04,1986.87,SL,8.13000000000011,40.650000000000546,1
ICICIBANK-EQ,4963,BUY,1460.0,1416.2,1548.0,1577.0,1679.0,2025-06-06,6,8760.0,2025-06-13,1416.2,SL,-43.799999999999955,-262.7999999999997,7
TIINDIA-EQ,312,BUY,3079.0,2986.63,3255.0,3264.0,3541.0,2025-05-30,3,9237.0,2025-06-09,3039.6,MKT,-39.40000000000009,-118.20000000000027,10
SUZLON-EQ,12018,BUY,62.9,66.445,72.61,73.98,78.77,2025-05-26,158,9938.199999999999,2025-05-27,66.445,SL,3.5449999999999946,560.1099999999991,1
UNITDSPR-EQ,10447,BUY,1593.0,1545.21,1645.0,1689.0,1832.0,2025-06-04,6,9558.0,2025-06-11,1593.0,T1_SL,0.0,0.0,7
OLAELEC-EQ,24777,SELL,50.75,50.4494,48.06,46.04,41.63,2025-05-30,197,9997.75,2025-06-02,50.4494,SL,0.30060000000000286,59.218200000000564,3
BHARTIARTL-EQ,10604,BUY,1885.0,1828.45,1998.0,2036.0,2168.0,2025-06-05,5,9425.0,2025-06-12,1844.2,MKT,-40.799999999999955,-203.99999999999977,7
TCS-EQ,11536,BUY,3434.0,3330.98,3545.0,3590.0,3640.0,2025-06-10,2,6868.0,2025-06-12,3434.2,MKT,0.1999999999998181,0.3999999999996362,2
IRCTC-EQ,13611,BUY,786.0,768.24,792.0,800.0,840.0,2025-06-09,12,9432.0,2025-06-11,786.0,T1_SL,0.0,0.0,2
LODHA-EQ,3220,BUY,1480.0,1439.48,1531.0,1573.0,1707.0,2025-06-06,6,8880.0,2025-06-10,1480.0,T1_SL,0.0,0.0,4
NESTLEIND-EQ,17963,BUY,2422.0,2365.83,2482.0,2585.0,2805.0,2025-06-10,4,9688.0,2025-06-13,2365.83,SL,-56.17000000000007,-224.6800000000003,3
CONCOR-EQ,4749,BUY,746.0,773.09,797.0,845.0,917.0,2025-05-27,13,9698.0,2025-05-28,773.09,SL,27.090000000000032,352.1700000000004,1
ADANIPORTS-EQ,15083,BUY,1482.0,1437.54,1484.0,1571.0,1704.0,2025-06-10,6,8892.0,2025-06-12,1445.8,MKT,-36.200000000000045,-217.20000000000027,2
COCHINSHIP-EQ,21508,BUY,1975.0,1988.5,2173.0,2195.0,2358.0,2025-05-29,5,9875.0,2025-05-30,1988.5,SL,13.5,67.5,1
BANKINDIA-EQ,4745,BUY,119.8,123.675,135.2,137.7,146.6,2025-05-30,83,9943.4,2025-06-02,123.675,SL,3.875,321.625,3
HINDUNILVR-EQ,1394,BUY,2390.0,2326.06,2405.0,2542.0,2758.0,2025-05-26,4,9560.0,2025-05-27,2390.0,T1_SL,0.0,0.0,1
INDHOTEL-EQ,1512,BUY,776.0,759.51,791.0,830.0,900.0,2025-06-02,12,9312.0,2025-06-03,759.51,SL,-16.49000000000001,-197.8800000000001,1
COALINDIA-EQ,20374,BUY,404.8,392.656,417.2,429.1,465.5,2025-06-09,24,9715.2,2025-06-12,392.656,SL,-12.144000000000005,-291.45600000000013,3
TATACOMM-EQ,3721,BUY,1725.0,1673.25,1828.0,1863.0,1984.0,2025-06-09,5,8625.0,2025-06-12,1700.7,MKT,-24.299999999999955,-121.49999999999977,3
MAHABANK-EQ,11377,BUY,51.6,52.7874,57.69,58.77,62.58,2025-05-30,193,9958.800000000001,2025-06-09,56.85,MKT,5.25,1013.25,10
APOLLOHOSP-EQ,157,SELL,6891.0,7097.7300000000005,6772.0,6478.0,5857.0,2025-06-11,1,6891.0,2025-06-12,6996.5,MKT,-105.5,-105.5,1
CGPOWER-EQ,760,SELL,682.0,699.37,638.0,587.0,577.0,2025-05-30,14,9548.0,2025-06-05,699.37,SL,-17.370000000000005,-243.18000000000006,6
HAVELLS-EQ,9819,BUY,1526.0,1501.56,1601.0,1641.0,1780.0,2025-06-09,6,9156.0,2025-06-13,1501.56,SL,-24.440000000000055,-146.64000000000033,4
HINDPETRO-EQ,1406,BUY,411.5,399.155,414.0,417.4,436.2,2025-05-26,24,9876.0,2025-05-27,411.5,T1_SL,0.0,0.0,1
TATASTEEL-EQ,3499,SELL,160.5,158.826,144.9,141.9,131.1,2025-06-02,62,9951.0,2025-06-03,158.826,SL,1.6740000000000066,103.78800000000041,1
NTPCGREEN-EQ,27176,BUY,102.3,104.954,108.2,114.7,124.4,2025-05-13,97,9923.1,2025-05-14,104.954,SL,2.6539999999999964,257.43799999999965,1
SWIGGY-EQ,27066,BUY,331.2,358.9,392.2,399.6,425.5,2025-05-30,30,9936.0,2025-06-02,358.9,SL,27.69999999999999,830.9999999999997,3
HDFCBANK-EQ,1333,BUY,1950.0,1900.23,2077.0,2116.0,2253.0,2025-06-03,5,9750.0,2025-06-12,1943.4,MKT,-6.599999999999909,-32.999999999999545,9
MARICO-EQ,4067,SELL,712.0,719.97,695.0,657.0,594.0,2025-06-02,14,9968.0,2025-06-12,692.45,MKT,19.549999999999955,273.69999999999936,10
DABUR-EQ,772,BUY,486.8,476.658,494.4,521.0,565.0,2025-06-02,20,9736.0,2025-06-12,476.658,SL,-10.141999999999996,-202.83999999999992,10
HINDZINC-EQ,1424,BUY,511.0,495.67,542.0,552.0,588.0,2025-06-09,19,9709.0,2025-06-12,517.25,MKT,6.25,118.75,3
M&MFIN-EQ,13285,BUY,259.1,251.32700000000003,268.9,274.6,298.0,2025-05-28,38,9845.800000000001,2025-06-06,268.9,T2_SL,9.799999999999955,372.3999999999983,9
JSWENERGY-EQ,17869,BUY,508.0,509.25,556.0,567.0,604.0,2025-06-04,19,9652.0,2025-06-05,509.25,SL,1.25,23.75,1
FEDERALBNK-EQ,1023,BUY,204.6,206.998,213.4,213.8,226.2,2025-06-02,48,9820.8,2025-06-06,204.6,T1_SL,0.0,0.0,4
HINDALCO-EQ,1363,BUY,641.0,635.35,694.0,707.0,753.0,2025-06-06,15,9615.0,2025-06-12,651.05,MKT,10.049999999999955,150.74999999999932,6
PREMIERENE-EQ,25049,BUY,1091.0,1065.06,1164.0,1164.0,1263.0,2025-06-03,9,9819.0,2025-06-04,1065.06,SL,-25.940000000000055,-233.4600000000005,1
POLYCAB-EQ,9590,BUY,6020.0,5981.99,6260.0,6537.0,7092.0,2025-06-06,1,6020.0,2025-06-12,6020.0,T1_SL,0.0,0.0,6
TATATECH-EQ,20293,BUY,777.0,767.27,797.0,838.0,910.0,2025-06-09,12,9324.0,2025-06-12,777.0,T1_SL,0.0,0.0,3
NMDC-EQ,15332,BUY,71.32,72.4687,79.19,80.69,85.92,2025-06-05,140,9984.8,2025-06-06,72.4687,SL,1.1487000000000052,160.81800000000072,1
IDFCFIRSTB-EQ,11184,BUY,68.7,70.1019,76.61,78.05,83.11,2025-06-02,145,9961.5,2025-06-03,70.1019,SL,1.4018999999999977,203.27549999999968,1
MOTILALOFS-EQ,14947,BUY,880.0,853.6,933.0,950.0,1012.0,2025-06-09,11,9680.0,2025-06-11,853.6,SL,-26.399999999999977,-290.39999999999975,2
JINDALSTEL-EQ,6733,BUY,961.0,949.63,979.0,986.0,1038.0,2025-06-06,10,9610.0,2025-06-09,961.0,T1_SL,0.0,0.0,3
IOC-EQ,1624,BUY,145.8,141.42600000000002,145.8,154.5,167.7,2025-06-11,68,9914.400000000001,2025-06-12,142.99,MKT,-2.8100000000000023,-191.08000000000015,1
GAIL-EQ,4717,BUY,191.4,191.575,209.4,213.3,227.1,2025-06-02,52,9952.800000000001,2025-06-03,191.575,SL,0.17499999999998295,9.099999999999113,1
BAJAJHFL-EQ,25270,BUY,124.5,120.765,124.5,128.7,132.0,2025-06-06,80,9960.0,2025-06-12,124.5,T1_SL,0.0,0.0,6
IREDA-EQ,20261,BUY,177.9,173.63,189.7,193.3,205.8,2025-06-05,56,9962.4,2025-06-06,173.63,SL,-4.27000000000001,-239.12000000000057,1
SBILIFE-EQ,21808,BUY,1791.0,1737.27,1781.0,1799.0,1888.0,2025-06-09,5,8955.0,2025-06-10,1791.0,T1_SL,0.0,0.0,1
IGL-EQ,11262,BUY,212.0,208.938,215.4,216.2,228.3,2025-06-09,47,9964.0,2025-06-10,215.4,T2_SL,3.4000000000000057,159.80000000000027,1
ITC-EQ,1660,BUY,423.6,410.892,440.8,444.2,449.0,2025-06-10,23,9742.800000000001,2025-06-12,421.0,MKT,-2.6000000000000227,-59.80000000000052,2
HDFCLIFE-EQ,467,BUY,737.0,739.14,762.0,808.0,876.0,2025-05-13,13,9581.0,2025-05-14,739.14,SL,2.1399999999999864,27.819999999999823,1
ABB-EQ,13,BUY,6118.0,5934.46,6176.0,6485.0,7036.0,2025-06-09,1,6118.0,2025-06-11,6118.0,T1_SL,0.0,0.0,2
JSWSTEEL-EQ,11723,BUY,1017.0,986.49,1036.0,1045.0,1078.0,2025-06-10,9,9153.0,2025-06-12,995.65,MKT,-21.350000000000023,-192.1500000000002,2
MOTHERSON-EQ,4204,BUY,153.7,153.939,168.2,171.4,182.5,2025-05-30,65,9990.5,2025-06-02,153.939,SL,0.23900000000000432,15.53500000000028,3
IRB-EQ,15313,BUY,52.59,51.0123,55.75,56.8,60.48,2025-06-09,190,9992.1,2025-06-12,51.0123,SL,-1.5777,-299.76300000000003,3
IDEA-EQ,14366,BUY,7.1,7.0519,7.71,8.21,8.36,2025-05-15,1408,9996.8,2025-05-19,7.0519,SL,-0.04809999999999981,-67.72479999999973,4
SJVN-EQ,18883,BUY,104.0,101.268,105.4,107.5,110.2,2025-06-06,96,9984.0,2025-06-09,104.0,T1_SL,0.0,0.0,3
TATAMOTORS-EQ,3456,BUY,726.0,712.9499999999999,738.0,738.0,779.0,2025-06-10,13,9438.0,2025-06-11,738.0,T2_SL,12.0,156.0,1
ASHOKLEY-EQ,212,SELL,235.1,242.153,234.5,229.5,221.0,2025-06-02,42,9874.199999999999,2025-06-05,235.1,T1_SL,0.0,0.0,3
NHPC-EQ,17400,BUY,88.3,85.651,89.2,90.78,93.6,2025-06-06,113,9977.9,2025-06-12,89.2,T2_SL,0.9000000000000057,101.70000000000064,6
PETRONET-EQ,11351,BUY,310.0,302.64,324.1,325.0,330.7,2025-06-09,32,9920.0,2025-06-12,302.64,SL,-7.360000000000014,-235.52000000000044,3
RELIANCE-EQ,2885,BUY,1441.0,1397.77,1458.0,1527.0,1657.0,2025-06-11,6,8646.0,2025-06-12,1441.6,MKT,0.599999999999909,3.5999999999994543,1
IRFC-EQ,2029,BUY,148.0,143.56,156.9,159.8,170.2,2025-06-09,67,9916.0,2025-06-12,143.56,SL,-4.439999999999998,-297.47999999999985,3
VBL-EQ,18921,BUY,480.5,466.085,493.4,509.0,553.0,2025-06-10,20,9610.0,2025-06-12,476.6,MKT,-3.8999999999999773,-77.99999999999955,2
VMM-EQ,27969,BUY,128.4,124.548,128.4,130.7,136.1,2025-06-09,77,9886.800000000001,2025-06-11,128.4,T2_SL,0.0,0.0,2
