symbol,token,action,breakout_level,stop_loss,target1,target2,target3,entry_date,position_size,capital_used,exit_date,exit_price,result,pnl_per_share,pnl_total,holding_days
BSE-EQ,19585,BUY,1929.0,1952.61,2013.0,2134.0,2315.0,2025-04-15,5,9645.0,2025-04-25,2101.17,MKT,172.17000000000007,860.8500000000004,10
MAZDOCK-EQ,509,BUY,2753.0,2764.5,3021.0,3078.0,3277.0,2025-04-28,3,8259.0,2025-04-30,3021.0,T2_SL,268.0,804.0,2
SOLARINDS-EQ,13332,BUY,13300.0,12901.0,14098.0,14364.0,15295.0,2025-04-29,0,0.0,2025-05-05,12901.0,SL,-399.0,-0.0,6
APLAPOLLO-EQ,25780,BUY,1647.0,1697.5,1855.0,1890.0,2012.0,2025-05-07,6,9882.0,2025-05-08,1697.5,SL,50.5,303.0,1
BEL-EQ,383,BUY,310.3,327.666,358.1,364.8,388.5,2025-05-09,32,9929.6,2025-05-12,327.666,SL,17.365999999999985,555.7119999999995,3
BDL-EQ,2144,BUY,1610.0,1561.7,1707.0,1739.0,1851.0,2025-05-13,6,9660.0,2025-05-16,1851.0,T3,241.0,1446.0,3
MFSL-EQ,2142,BUY,1315.0,1275.55,1315.0,1394.0,1512.0,2025-05-14,7,9205.0,2025-05-23,1470.0,MKT,155.0,1085.0,9
DIVISLAB-EQ,10940,BUY,6208.0,6093.54,6282.0,6308.0,6659.0,2025-05-14,1,6208.0,2025-05-16,6282.0,T2_SL,74.0,74.0,2
BAJAJHLDNG-EQ,305,BUY,12190.0,12361.68,13509.0,13764.0,14656.0,2025-05-15,0,0.0,2025-05-19,13509.0,T2_SL,1319.0,0.0,4
PATANJALI-EQ,17029,SELL,1725.0,1770.57,1689.0,1616.0,1461.0,2025-05-20,5,8625.0,2025-05-30,1725.0,T1_SL,0.0,0.0,10
PIIND-EQ,24184,BUY,3739.0,3719.95,3920.0,4065.0,4410.0,2025-05-27,2,7478.0,2025-06-06,3897.9,MKT,158.9000000000001,317.8000000000002,10
BHARTIHEXA-EQ,23489,BUY,1717.0,1665.49,1820.0,1854.0,1975.0,2025-05-27,5,8585.0,2025-05-30,1820.0,T2_SL,103.0,515.0,3
ASTRAL-EQ,14418,BUY,1514.0,1468.58,1514.0,1605.0,1741.0,2025-05-27,6,9084.0,2025-05-28,1514.0,T1_SL,0.0,0.0,1
SBICARD-EQ,17971,BUY,916.0,901.13,929.0,985.0,1068.0,2025-05-27,10,9160.0,2025-05-30,916.0,T1_SL,0.0,0.0,3
UNIONBANK-EQ,10753,BUY,141.6,149.768,163.7,166.8,177.6,2025-05-28,70,9912.0,2025-05-29,149.768,SL,8.168000000000006,571.7600000000004,1
SHREECEM-EQ,3103,SELL,30760.0,30364.4,28720.0,27711.0,25058.0,2025-05-28,0,0.0,2025-06-06,29600.0,MKT,1160.0,0.0,9
PAGEIND-EQ,14413,SELL,46540.0,47076.15,44535.0,42963.0,38849.0,2025-05-28,0,0.0,2025-06-06,46100.0,MKT,440.0,0.0,9
DLF-EQ,14732,BUY,790.0,805.1,830.0,880.0,954.0,2025-05-29,12,9480.0,2025-05-30,805.1,SL,15.100000000000023,181.20000000000027,1
ALKEM-EQ,11703,SELL,5211.0,4970.78,4536.0,4440.0,4102.0,2025-05-29,1,5211.0,2025-05-30,4970.78,SL,240.22000000000025,240.22000000000025,1
RECLTD-EQ,15355,BUY,410.2,404.781,442.3,450.7,479.9,2025-05-30,24,9844.8,2025-06-02,404.781,SL,-5.418999999999983,-130.05599999999959,3
OBEROIRLTY-EQ,20242,BUY,1762.0,1771.22,1936.0,1972.0,2100.0,2025-05-30,5,8810.0,2025-06-02,1771.22,SL,9.220000000000027,46.100000000000136,3
INDIANB-EQ,14309,BUY,612.0,600.43,629.0,656.0,712.0,2025-05-30,16,9792.0,2025-06-04,629.0,T2_SL,17.0,272.0,5
MUTHOOTFIN-EQ,23650,BUY,2115.0,2395.9,2618.0,2668.0,2840.0,2025-05-30,4,8460.0,2025-06-02,2395.9,SL,280.9000000000001,1123.6000000000004,3
MRF-EQ,2277,SELL,139485.0,141120.30000000002,135800.0,131116.0,118562.0,2025-05-30,0,0.0,2025-06-02,141120.30000000002,SL,-1635.3000000000175,-0.0,3
ABCAPITAL-EQ,21614,BUY,224.1,239.396,246.8,261.6,283.8,2025-06-02,44,9860.4,2025-06-03,239.396,SL,15.295999999999992,673.0239999999997,1
ETERNAL-EQ,5097,BUY,240.7,252.394,260.2,275.8,299.2,2025-06-02,41,9868.699999999999,2025-06-03,252.394,SL,11.694000000000017,479.4540000000007,1
PNB-EQ,10666,BUY,106.2,108.446,118.5,120.7,128.6,2025-06-02,94,9982.800000000001,2025-06-03,108.446,SL,2.245999999999995,211.12399999999954,1
BRITANNIA-EQ,547,BUY,5550.0,5476.62,5722.0,5985.0,6493.0,2025-06-02,1,5550.0,2025-06-12,5569.5,MKT,19.5,19.5,10
TATACONSUM-EQ,3432,SELL,1116.0,1130.94,1032.0,1010.0,933.0,2025-06-03,8,8928.0,2025-06-12,1085.1,MKT,30.90000000000009,247.20000000000073,9
M&M-EQ,2031,BUY,3038.0,3019.61,3171.0,3300.0,3580.0,2025-06-03,3,9114.0,2025-06-05,3019.61,SL,-18.389999999999873,-55.16999999999962,2
COLPAL-EQ,15141,SELL,2449.0,2518.35,2298.0,2249.0,2078.0,2025-06-03,4,9796.0,2025-06-12,2406.4,MKT,42.59999999999991,170.39999999999964,9
DIXON-EQ,21690,SELL,14590.0,15027.7,13715.0,13423.0,12402.0,2025-06-03,0,0.0,2025-06-05,15027.7,SL,-437.7000000000007,-0.0,2
APOLLOTYRE-EQ,163,SELL,464.3,466.796,426.0,416.9,385.2,2025-06-03,21,9750.300000000001,2025-06-04,466.796,SL,-2.495999999999981,-52.4159999999996,1
GODREJCP-EQ,10099,SELL,1255.0,1242.18,1134.0,1110.0,1025.0,2025-06-03,7,8785.0,2025-06-12,1203.9,MKT,51.09999999999991,357.69999999999936,9
TITAN-EQ,3506,SELL,3516.0,3621.48,3474.0,3305.0,2989.0,2025-06-03,2,7032.0,2025-06-12,3516.0,T1_SL,0.0,0.0,9
LICHSGFIN-EQ,1997,BUY,606.0,606.25,625.0,662.0,719.0,2025-06-03,16,9696.0,2025-06-04,606.25,SL,0.25,4.0,1
SRF-EQ,3273,BUY,2984.0,3033.19,3315.0,3377.0,3596.0,2025-06-04,3,8952.0,2025-06-05,3033.19,SL,49.190000000000055,147.57000000000016,1
HAL-EQ,2303,SELL,4950.0,5098.5,4779.0,4653.0,4420.0,2025-06-04,2,9900.0,2025-06-05,5098.5,SL,-148.5,-297.0,1
LTIM-EQ,17818,BUY,5130.0,5281.65,5772.0,5881.0,6262.0,2025-06-04,1,5130.0,2025-06-05,5281.65,SL,151.64999999999964,151.64999999999964,1
ICICIPRULI-EQ,18652,SELL,638.0,647.87,629.0,610.0,591.0,2025-06-04,15,9570.0,2025-06-10,638.0,T1_SL,0.0,0.0,6
UPL-EQ,11287,BUY,639.0,626.62,648.0,652.0,677.0,2025-06-04,15,9585.0,2025-06-09,639.0,T1_SL,0.0,0.0,5
ESCORTS-EQ,958,SELL,3270.0,3349.56,3252.0,3240.0,3057.0,2025-06-04,3,9810.0,2025-06-10,3270.0,T1_SL,0.0,0.0,6
OFSS-EQ,10738,BUY,8661.0,9328.49,10194.0,10386.0,11060.0,2025-06-04,1,8661.0,2025-06-05,9328.49,SL,667.4899999999998,667.4899999999998,1
ABFRL-EQ,30108,SELL,85.45,88.01350000000001,80.32,78.61,72.63,2025-06-04,117,9997.65,2025-06-12,75.2,MKT,10.25,1199.25,8
TORNTPOWER-EQ,13786,BUY,1423.0,1395.83,1454.0,1472.0,1525.0,2025-06-04,7,9961.0,2025-06-10,1423.0,T1_SL,0.0,0.0,6
INDIGO-EQ,11195,BUY,5458.0,5340.82,5666.0,5836.0,6332.0,2025-06-05,1,5458.0,2025-06-12,5458.0,T1_SL,0.0,0.0,7
NYKAA-EQ,6545,SELL,195.6,198.275,192.5,181.0,163.6,2025-06-05,51,9975.6,2025-06-06,198.275,SL,-2.6750000000000114,-136.42500000000058,1
TVSMOTOR-EQ,8479,SELL,2717.0,2798.51,2704.0,2554.0,2309.0,2025-06-05,3,8151.0,2025-06-11,2798.51,SL,-81.51000000000022,-244.53000000000065,6
EXIDEIND-EQ,676,BUY,392.6,393.626,430.1,438.3,466.7,2025-06-05,25,9815.0,2025-06-06,393.626,SL,1.0259999999999536,25.64999999999884,1
CIPLA-EQ,694,BUY,1494.0,1467.61,1513.0,1604.0,1740.0,2025-06-05,6,8964.0,2025-06-12,1502.8,MKT,8.799999999999955,52.79999999999973,7
PRESTIGE-EQ,20302,BUY,1610.0,1601.47,1750.0,1783.0,1899.0,2025-06-05,6,9660.0,2025-06-12,1640.2,MKT,30.200000000000045,181.20000000000027,7
SONACOMS-EQ,4684,SELL,529.0,542.8100000000001,495.4,484.8,447.9,2025-06-05,18,9522.0,2025-06-12,510.85,MKT,18.149999999999977,326.6999999999996,7
HDFCAMC-EQ,4244,BUY,4891.0,4744.27,5184.0,5282.0,5625.0,2025-06-05,2,9782.0,2025-06-12,5031.2,MKT,140.19999999999982,280.39999999999964,7
DRREDDY-EQ,881,BUY,1303.0,1322.11,1445.0,1472.0,1567.0,2025-06-06,7,9121.0,2025-06-09,1322.11,SL,19.1099999999999,133.7699999999993,3
HUDCO-EQ,20825,SELL,241.2,246.273,239.1,236.8,224.8,2025-06-06,41,9889.199999999999,2025-06-09,246.273,SL,-5.0730000000000075,-207.9930000000003,3
BANKBARODA-EQ,4668,SELL,248.6,248.23,237.6,235.1,226.5,2025-06-06,40,9944.0,2025-06-09,248.23,SL,0.37000000000000455,14.800000000000182,3
JIOFIN-EQ,18143,BUY,293.0,290.224,299.2,317.2,344.1,2025-06-06,34,9962.0,2025-06-12,296.0,MKT,3.0,102.0,6
SHRIRAMFIN-EQ,4306,BUY,662.0,670.27,732.0,746.0,795.0,2025-06-06,15,9930.0,2025-06-12,670.27,SL,8.269999999999982,124.04999999999973,6
ICICIGI-EQ,21770,BUY,1897.0,1840.09,1897.0,2011.0,2030.0,2025-06-06,5,9485.0,2025-06-09,2030.0,T3,133.0,665.0,3
TECHM-EQ,13538,BUY,1570.0,1608.26,1757.0,1791.0,1907.0,2025-06-06,6,9420.0,2025-06-09,1608.26,SL,38.25999999999999,229.55999999999995,3
LT-EQ,11483,BUY,3649.0,3586.09,3697.0,3709.0,3919.0,2025-06-06,2,7298.0,2025-06-12,3649.0,T1_SL,0.0,0.0,6
CUMMINSIND-EQ,1901,BUY,3380.0,3305.76,3408.0,3612.0,3919.0,2025-06-06,2,6760.0,2025-06-10,3380.0,T1_SL,0.0,0.0,4
PFC-EQ,14299,BUY,417.8,421.562,460.7,469.4,499.8,2025-06-06,23,9609.4,2025-06-09,421.562,SL,3.7620000000000005,86.52600000000001,3
LUPIN-EQ,10440,BUY,2000.0,1957.46,2077.0,2139.0,2321.0,2025-06-06,5,10000.0,2025-06-12,2023.2,MKT,23.200000000000045,116.00000000000023,6
VEDL-EQ,3063,BUY,442.4,453.669,495.8,505.0,538.0,2025-06-06,22,9732.8,2025-06-09,453.669,SL,11.269000000000005,247.91800000000012,3
NAUKRI-EQ,13751,BUY,1497.0,1479.25,1541.0,1616.0,1754.0,2025-06-06,6,8982.0,2025-06-12,1497.0,T1_SL,0.0,0.0,6
INDUSINDBK-EQ,5258,BUY,828.0,820.62,897.0,914.0,973.0,2025-06-06,12,9936.0,2025-06-12,829.9,MKT,1.8999999999999773,22.799999999999727,6
POWERGRID-EQ,14977,BUY,295.4,288.09,303.8,305.3,314.8,2025-06-06,33,9748.199999999999,2025-06-12,289.0,MKT,-6.399999999999977,-211.19999999999925,6
TRENT-EQ,1964,BUY,5806.0,5631.82,5806.0,6154.0,6677.0,2025-06-09,1,5806.0,2025-06-10,5806.0,T1_SL,0.0,0.0,1
HEROMOTOCO-EQ,1348,BUY,4297.0,4285.46,4418.0,4455.0,4683.0,2025-06-09,2,8594.0,2025-06-11,4418.0,T2_SL,121.0,242.0,2
BHARATFORG-EQ,422,BUY,1300.0,1261.0,1378.0,1404.0,1495.0,2025-06-09,7,9100.0,2025-06-12,1305.0,MKT,5.0,35.0,3
LTF-EQ,24948,BUY,192.0,189.344,195.2,206.9,224.5,2025-06-09,52,9984.0,2025-06-11,192.0,T1_SL,0.0,0.0,2
MARUTI-EQ,10999,BUY,12490.0,12115.3,13086.0,13239.0,14363.0,2025-06-09,0,0.0,2025-06-12,12390.0,MKT,-100.0,-0.0,3
ADANIGREEN-EQ,3563,BUY,1024.0,1006.86,1038.0,1044.0,1100.0,2025-06-09,9,9216.0,2025-06-10,1038.0,T2_SL,14.0,126.0,1
AUBANK-EQ,21238,BUY,756.0,733.3199999999999,801.0,816.0,869.0,2025-06-09,13,9828.0,2025-06-12,778.7,MKT,22.700000000000045,295.1000000000006,3
VOLTAS-EQ,3718,BUY,1282.0,1261.97,1379.0,1405.0,1496.0,2025-06-09,7,8974.0,2025-06-12,1289.9,MKT,7.900000000000091,55.30000000000064,3
BANDHANBNK-EQ,2263,BUY,175.2,169.944,175.2,185.7,201.5,2025-06-09,57,9986.4,2025-06-12,177.68,MKT,2.480000000000018,141.36000000000104,3
TATAELXSI-EQ,3411,BUY,6520.0,6443.71,7042.0,7174.0,7639.0,2025-06-09,1,6520.0,2025-06-12,6443.71,SL,-76.28999999999996,-76.28999999999996,3
SIEMENS-EQ,3150,BUY,3348.0,3247.56,3376.0,3549.0,3850.0,2025-06-09,2,6696.0,2025-06-11,3348.0,T1_SL,0.0,0.0,2
INDUSTOWER-EQ,29135,BUY,393.8,381.986,399.0,407.4,417.4,2025-06-09,25,9845.0,2025-06-12,381.986,SL,-11.814000000000021,-295.35000000000053,3
ONGC-EQ,2475,BUY,240.5,244.44,255.2,267.1,289.8,2025-06-09,41,9860.5,2025-06-10,244.44,SL,3.9399999999999977,161.5399999999999,1
GRASIM-EQ,1232,BUY,2599.0,2521.03,2755.0,2845.0,2989.0,2025-06-09,3,7797.0,2025-06-12,2689.1,MKT,90.09999999999991,270.2999999999997,3
MPHASIS-EQ,4503,BUY,2586.0,2604.45,2846.0,2900.0,3088.0,2025-06-09,3,7758.0,2025-06-12,2664.3,MKT,78.30000000000018,234.90000000000055,3
COFORGE-EQ,11543,BUY,1792.0,1750.85,1913.0,1949.0,2076.0,2025-06-09,5,8960.0,2025-06-12,1784.5,MKT,-7.5,-37.5,3
ADANIENT-EQ,25,BUY,2553.0,2506.48,2584.0,2604.0,2739.0,2025-06-09,3,7659.0,2025-06-10,2584.0,T2_SL,31.0,93.0,1
ATGL-EQ,6066,BUY,690.0,674.15,737.0,751.0,799.0,2025-06-09,14,9660.0,2025-06-12,674.15,SL,-15.850000000000023,-221.90000000000032,3
ADANIPOWER-EQ,17388,BUY,564.0,552.9,604.0,611.0,656.0,2025-06-09,17,9588.0,2025-06-10,564.0,T1_SL,0.0,0.0,1
ADANIENSOL-EQ,10217,BUY,898.0,880.76,908.0,935.0,962.0,2025-06-09,11,9878.0,2025-06-10,898.0,T1_SL,0.0,0.0,1
ZYDUSLIFE-EQ,7929,BUY,962.0,946.72,1035.0,1054.0,1122.0,2025-06-09,10,9620.0,2025-06-12,978.8,MKT,16.799999999999955,167.99999999999955,3
WAAREEENER-EQ,25907,SELL,2812.0,2874.73,2664.0,2624.0,2372.0,2025-06-09,3,8436.0,2025-06-10,2874.73,SL,-62.73000000000002,-188.19000000000005,1
GODREJPROP-EQ,17875,BUY,2485.0,2419.18,2644.0,2694.0,2868.0,2025-06-09,4,9940.0,2025-06-12,2419.18,SL,-65.82000000000016,-263.28000000000065,3
OIL-EQ,17438,BUY,429.7,453.96,496.1,505.0,538.0,2025-06-09,23,9883.1,2025-06-10,453.96,SL,24.25999999999999,557.9799999999998,1
LICI-EQ,9480,BUY,968.0,938.96,968.0,973.0,1026.0,2025-06-09,10,9680.0,2025-06-10,968.0,T1_SL,0.0,0.0,1
NTPC-EQ,11630,BUY,333.5,330.67299999999994,349.7,351.2,361.4,2025-06-09,29,9671.5,2025-06-12,333.7,MKT,0.19999999999998863,5.79999999999967,3
CANBK-EQ,10794,BUY,118.1,114.557,125.2,127.5,135.8,2025-06-09,84,9920.4,2025-06-12,115.64,MKT,-2.4599999999999937,-206.63999999999947,3
RVNL-EQ,9552,BUY,436.9,423.793,447.8,463.1,502.0,2025-06-09,22,9611.8,2025-06-11,423.793,SL,-13.106999999999971,-288.35399999999936,2
SBIN-EQ,3045,BUY,823.0,798.31,872.0,889.0,946.0,2025-06-09,12,9876.0,2025-06-12,805.95,MKT,-17.049999999999955,-204.59999999999945,3
WIPRO-EQ,3787,BUY,250.0,253.752,277.3,282.5,300.8,2025-06-09,40,10000.0,2025-06-10,253.752,SL,3.7520000000000095,150.08000000000038,1
BAJFINANCE-EQ,317,BUY,9434.0,9150.98,10000.0,10189.0,10849.0,2025-06-09,1,9434.0,2025-06-12,9368.5,MKT,-65.5,-65.5,3
MAXHEALTH-EQ,22377,BUY,1170.0,1182.43,1292.0,1317.0,1402.0,2025-06-09,8,9360.0,2025-06-10,1182.43,SL,12.430000000000064,99.44000000000051,1
SUPREMEIND-EQ,3363,BUY,4360.0,4229.2,4433.0,4550.0,4936.0,2025-06-09,2,8720.0,2025-06-12,4229.2,SL,-130.80000000000018,-261.60000000000036,3
TATAPOWER-EQ,3426,BUY,406.0,403.52,441.0,449.3,478.4,2025-06-09,24,9744.0,2025-06-12,403.52,SL,-2.480000000000018,-59.52000000000044,3
HYUNDAI-EQ,25844,BUY,1917.0,1859.49,2032.0,2070.0,2205.0,2025-06-09,5,9585.0,2025-06-12,1956.4,MKT,39.40000000000009,197.00000000000045,3
PHOENIXLTD-EQ,14552,BUY,1623.0,1592.74,1659.0,1741.0,1888.0,2025-06-09,6,9738.0,2025-06-10,1623.0,T1_SL,0.0,0.0,1
SUNPHARMA-EQ,3351,BUY,1694.0,1643.18,1694.0,1714.0,1796.0,2025-06-09,5,8470.0,2025-06-10,1694.0,T1_SL,0.0,0.0,1
KOTAKBANK-EQ,1922,BUY,2124.0,2077.74,2142.0,2271.0,2463.0,2025-06-09,4,8496.0,2025-06-12,2124.0,T1_SL,0.0,0.0,3
EICHERMOT-EQ,910,BUY,5407.0,5244.79,5444.0,5628.0,5731.0,2025-06-10,1,5407.0,2025-06-12,5315.5,MKT,-91.5,-91.5,2
KALYANKJIL-EQ,2955,SELL,550.0,558.26,542.0,509.0,460.7,2025-06-10,18,9900.0,2025-06-12,518.55,MKT,31.450000000000045,566.1000000000008,2
BHEL-EQ,438,BUY,260.0,252.2,269.1,275.6,299.0,2025-06-10,38,9880.0,2025-06-12,253.8,MKT,-6.199999999999989,-235.59999999999957,2
PERSISTENT-EQ,18365,BUY,5815.0,5640.55,6164.0,6280.0,6687.0,2025-06-10,1,5815.0,2025-06-12,5922.0,MKT,107.0,107.0,2
AXISBANK-EQ,5900,BUY,1224.0,1187.28,1224.0,1297.0,1408.0,2025-06-10,8,9792.0,2025-06-12,1224.0,T1_SL,0.0,0.0,2
BIOCON-EQ,11373,BUY,340.0,334.844,348.2,365.9,397.0,2025-06-10,29,9860.0,2025-06-11,340.0,T1_SL,0.0,0.0,1
BPCL-EQ,526,BUY,321.4,314.28,324.7,343.4,372.6,2025-06-10,31,9963.4,2025-06-11,321.4,T1_SL,0.0,0.0,1
TORNTPHARM-EQ,3518,BUY,3186.0,3118.55,3238.0,3372.0,3408.0,2025-06-10,3,9558.0,2025-06-12,3258.8,MKT,72.80000000000018,218.40000000000055,2
KPITTECH-EQ,9683,BUY,1364.0,1323.08,1364.0,1404.0,1446.0,2025-06-10,7,9548.0,2025-06-11,1364.0,T1_SL,0.0,0.0,1
ASIANPAINT-EQ,236,SELL,2233.0,2299.99,2099.0,2054.0,1898.0,2025-06-10,4,8932.0,2025-06-12,2219.4,MKT,13.599999999999909,54.399999999999636,2
GLENMARK-EQ,7406,BUY,1611.0,1612.14,1662.0,1762.0,1911.0,2025-06-10,6,9666.0,2025-06-11,1612.14,SL,1.1400000000001,6.8400000000006,1
INFY-EQ,1594,BUY,1588.0,1559.76,1609.0,1704.0,1849.0,2025-06-10,6,9528.0,2025-06-12,1608.6,MKT,20.59999999999991,123.59999999999945,2
BOSCHLTD-EQ,2181,BUY,31880.0,30923.6,32080.0,32705.0,33793.0,2025-06-10,0,0.0,2025-06-12,31520.0,MKT,-360.0,-0.0,2
HCLTECH-EQ,7229,BUY,1676.0,1625.72,1685.0,1777.0,1927.0,2025-06-10,5,8380.0,2025-06-11,1676.0,T1_SL,0.0,0.0,1
DMART-EQ,19913,SELL,4042.0,4163.26,3981.0,3929.0,3808.0,2025-06-10,2,8084.0,2025-06-12,4074.0,MKT,-32.0,-64.0,2
ULTRACEMCO-EQ,11532,BUY,11318.0,11139.48,11991.0,12173.0,13207.0,2025-06-10,0,0.0,2025-06-12,11323.0,MKT,5.0,0.0,2
PIDILITIND-EQ,2664,BUY,3071.0,2978.87,3130.0,3136.0,3255.0,2025-06-10,3,9213.0,2025-06-12,3046.9,MKT,-24.09999999999991,-72.29999999999973,2
NATIONALUM-EQ,6364,BUY,192.0,186.24,203.5,207.4,220.8,2025-06-10,52,9984.0,2025-06-12,187.06,MKT,-4.939999999999998,-256.8799999999999,2
AUROPHARMA-EQ,275,BUY,1175.0,1139.75,1226.0,1246.0,1351.0,2025-06-11,8,9400.0,2025-06-12,1155.2,MKT,-19.799999999999955,-158.39999999999964,1
MANKIND-EQ,15380,BUY,2385.0,2313.45,2528.0,2548.0,2610.0,2025-06-11,4,9540.0,2025-06-12,2390.0,MKT,5.0,20.0,1
PAYTM-EQ,6705,BUY,975.0,945.75,1034.0,1053.0,1121.0,2025-06-11,10,9750.0,2025-06-12,945.75,SL,-29.25,-292.5,1
BAJAJ-AUTO-EQ,16669,BUY,8705.0,8443.85,8862.0,9007.0,9227.0,2025-06-11,1,8705.0,2025-06-12,8567.0,MKT,-138.0,-138.0,1
ACC-EQ,22,SELL,1910.0,1915.8,1748.0,1711.0,1581.0,2025-06-11,5,9550.0,2025-06-12,1865.5,MKT,44.5,222.5,1
POLICYBZR-EQ,6656,SELL,1866.0,1910.65,1855.0,1744.0,1725.0,2025-06-11,5,9330.0,2025-06-12,1910.65,SL,-44.65000000000009,-223.25000000000045,1
YESBANK-EQ,11915,SELL,20.71,21.3313,20.63,19.47,17.6,2025-06-11,482,9982.220000000001,2025-06-12,20.71,T1_SL,0.0,0.0,1
CHOLAFIN-EQ,685,SELL,1600.0,1648.0,1504.0,1494.0,1360.0,2025-06-11,6,9600.0,2025-06-12,1581.7,MKT,18.299999999999955,109.79999999999973,1
JUBLFOOD-EQ,18096,SELL,683.0,703.49,683.0,650.0,642.0,2025-06-12,14,9562.0,2025-06-13,683.0,T1_SL,0.0,0.0,1
SAIL-EQ,2963,SELL,132.6,133.59099999999998,126.4,121.9,110.2,2025-06-12,75,9945.0,2025-06-13,129.35,MKT,3.25,243.75,1
GMRAIRPORT-EQ,13528,SELL,84.15,86.67450000000001,83.4,79.1,71.53,2025-06-12,118,9929.7,2025-06-13,80.9,MKT,3.25,383.5,1
AMBUJACEM-EQ,1270,SELL,560.0,564.44,548.0,515.0,465.8,2025-06-12,17,9520.0,2025-06-13,542.5,MKT,17.5,297.5,1
BAJAJFINSV-EQ,16675,BUY,2045.0,1983.65,2058.0,2168.0,2352.0,2025-06-12,4,8180.0,2025-06-13,1983.65,SL,-61.34999999999991,-245.39999999999964,1
ICICIBANK-EQ,4963,SELL,1428.0,1458.48,1331.0,1303.0,1204.0,2025-06-12,7,9996.0,2025-06-13,1416.1,MKT,11.900000000000091,83.30000000000064,1
TIINDIA-EQ,312,SELL,3001.0,3054.98,2788.0,2729.0,2521.0,2025-06-12,3,9003.0,2025-06-13,2936.2,MKT,64.80000000000018,194.40000000000055,1
SUZLON-EQ,12018,SELL,66.1,68.083,62.13,59.35,56.18,2025-06-12,151,9981.099999999999,2025-06-13,64.73,MKT,1.3699999999999903,206.86999999999853,1
UNITDSPR-EQ,10447,SELL,1502.0,1527.49,1483.0,1394.0,1261.0,2025-06-12,6,9012.0,2025-06-13,1453.1,MKT,48.90000000000009,293.40000000000055,1
OLAELEC-EQ,24777,SELL,48.06,49.5018,45.18,44.22,40.85,2025-06-12,208,9996.48,2025-06-13,46.97,MKT,1.0900000000000034,226.7200000000007,1
BHARTIARTL-EQ,10604,SELL,1848.0,1903.44,1848.0,1832.0,1737.0,2025-06-12,5,9240.0,2025-06-13,1840.4,MKT,7.599999999999909,37.999999999999545,1
TCS-EQ,11536,SELL,3451.0,3554.53,3359.0,3244.0,2933.0,2025-06-12,2,6902.0,2025-06-13,3445.7,MKT,5.300000000000182,10.600000000000364,1
IRCTC-EQ,13611,SELL,775.0,798.25,750.0,728.0,659.0,2025-06-12,12,9300.0,2025-06-13,770.65,MKT,4.350000000000023,52.20000000000027,1
LODHA-EQ,3220,SELL,1461.0,1504.83,1412.0,1375.0,1373.0,2025-06-12,6,8766.0,2025-06-13,1452.6,MKT,8.400000000000091,50.400000000000546,1
NESTLEIND-EQ,17963,SELL,2380.0,2451.4,2340.0,2237.0,2023.0,2025-06-12,4,9520.0,2025-06-13,2376.8,MKT,3.199999999999818,12.799999999999272,1
CONCOR-EQ,4749,SELL,784.0,807.52,737.0,708.0,666.0,2025-06-12,12,9408.0,2025-06-13,761.45,MKT,22.549999999999955,270.59999999999945,1
ADANIPORTS-EQ,15083,SELL,1449.0,1465.69,1359.0,1338.0,1210.0,2025-06-12,6,8694.0,2025-06-13,1405.0,MKT,44.0,264.0,1
COCHINSHIP-EQ,21508,SELL,2164.0,2228.92,2034.0,1901.0,1758.0,2025-06-12,4,8656.0,2025-06-13,2228.92,SL,-64.92000000000007,-259.6800000000003,1
BANKINDIA-EQ,4745,SELL,123.4,127.102,122.9,116.0,115.1,2025-06-12,81,9995.4,2025-06-13,121.19,MKT,2.210000000000008,179.01000000000064,1
HINDUNILVR-EQ,1394,SELL,2342.0,2393.7200000000003,2313.0,2185.0,1975.0,2025-06-12,4,9368.0,2025-06-13,2319.0,MKT,23.0,92.0,1
INDHOTEL-EQ,1512,SELL,759.0,781.77,759.0,744.0,713.0,2025-06-12,13,9867.0,2025-06-13,735.15,MKT,23.850000000000023,310.0500000000003,1
COALINDIA-EQ,20374,SELL,393.2,401.288,366.2,358.4,331.2,2025-06-12,25,9830.0,2025-06-13,391.2,MKT,2.0,50.0,1
TATACOMM-EQ,3721,SELL,1697.0,1742.76,1647.0,1624.0,1590.0,2025-06-12,5,8485.0,2025-06-13,1706.0,MKT,-9.0,-45.0,1
MAHABANK-EQ,11377,SELL,54.49,55.465500000000006,50.62,50.12,45.77,2025-06-12,183,9971.67,2025-06-13,54.4,MKT,0.09000000000000341,16.470000000000624,1
APOLLOHOSP-EQ,157,BUY,6992.0,6782.24,6992.0,7124.0,7412.0,2025-06-12,1,6992.0,2025-06-13,6992.0,T1_SL,0.0,0.0,1
CGPOWER-EQ,760,SELL,676.0,696.28,676.0,673.0,635.0,2025-06-12,14,9464.0,2025-06-13,672.2,MKT,3.7999999999999545,53.19999999999936,1
HAVELLS-EQ,9819,SELL,1555.0,1601.65,1482.0,1462.0,1322.0,2025-06-12,6,9330.0,2025-06-13,1541.1,MKT,13.900000000000091,83.40000000000055,1
HINDPETRO-EQ,1406,SELL,399.9,411.897,390.6,375.9,339.9,2025-06-12,25,9997.5,2025-06-13,386.25,MKT,13.649999999999977,341.24999999999943,1
