symbol,token,action,entry_date,position_size,capital_used,exit_date,exit_price,result,pnl_per_share,pnl_total,holding_days
IGL-EQ,11262,BUY,2025-05-05,50,9940.0,2025-05-15,204.87,MKT,6.069999999999993,303.49999999999966,10
CUMMINSIND-EQ,1901,BUY,2025-05-05,3,8844.0,2025-05-06,2859.56,SL,-88.44000000000005,-265.32000000000016,1
IOC-EQ,1624,BUY,2025-05-02,71,9932.9,2025-05-08,139.777,SL,-0.12300000000001887,-8.73300000000134,6
CONCOR-EQ,4749,BUY,2025-04-21,14,9898.0,2025-04-25,685.79,SL,-21.210000000000036,-296.9400000000005,4
ADANIGREEN-EQ,3563,BUY,2025-05-05,10,9720.0,2025-05-06,942.84,SL,-29.159999999999968,-291.5999999999997,1
DMART-EQ,19913,BUY,2025-04-15,2,8392.0,2025-04-16,4397.98,SL,201.97999999999956,403.9599999999991,1
GODREJCP-EQ,10099,BUY,2025-05-05,7,9002.0,2025-05-06,1249.36,SL,-36.6400000000001,-256.4800000000007,1
HUDCO-EQ,20825,BUY,2025-04-15,45,9796.5,2025-04-16,224.943,SL,7.243000000000023,325.9350000000011,1
DIVISLAB-EQ,10940,BUY,2025-05-05,1,6153.0,2025-05-06,6021.76,SL,-131.23999999999978,-131.23999999999978,1
ABB-EQ,13,BUY,2025-04-15,1,5174.0,2025-04-16,5532.88,SL,358.8800000000001,358.8800000000001,1
TATACONSUM-EQ,3432,BUY,2025-04-22,8,9072.0,2025-04-23,1138.78,SL,4.779999999999973,38.23999999999978,1
TVSMOTOR-EQ,8479,BUY,2025-04-15,3,7653.0,2025-04-16,2688.84,SL,137.84000000000015,413.52000000000044,1
APOLLOTYRE-EQ,163,BUY,2025-05-02,21,9981.300000000001,2025-05-07,477.046,SL,1.745999999999981,36.6659999999996,5
PIIND-EQ,24184,BUY,2025-04-22,2,7420.0,2025-04-25,3598.7,SL,-111.30000000000018,-222.60000000000036,3
CHOLAFIN-EQ,685,BUY,2025-05-07,6,9438.0,2025-05-08,1565.58,SL,-7.420000000000073,-44.52000000000044,1
BIOCON-EQ,11373,BUY,2025-05-06,29,9767.2,2025-05-08,335.135,SL,-1.6650000000000205,-48.28500000000059,2
BANKINDIA-EQ,4745,BUY,2025-04-28,84,9928.800000000001,2025-04-30,118.2,T1_SL,0.0,0.0,2
MAXHEALTH-EQ,22377,BUY,2025-05-05,8,9008.0,2025-05-06,1147.51,SL,21.50999999999999,172.07999999999993,1
TATAELXSI-EQ,3411,BUY,2025-05-08,1,5879.0,2025-05-09,6023.7,SL,144.69999999999982,144.69999999999982,1
MAHABANK-EQ,11377,BUY,2025-04-16,214,9959.56,2025-04-17,49.6737,SL,3.1336999999999975,670.6117999999994,1
TIINDIA-EQ,312,BUY,2025-05-05,3,8802.0,2025-05-06,2916.79,SL,-17.210000000000036,-51.63000000000011,1
PNB-EQ,10666,BUY,2025-04-28,100,9990.0,2025-04-30,99.9,T1_SL,0.0,0.0,2
HINDUNILVR-EQ,1394,BUY,2025-05-06,4,9420.0,2025-05-14,2355.0,T1_SL,0.0,0.0,8
INDHOTEL-EQ,1512,BUY,2025-04-16,11,9218.0,2025-04-24,838.0,T1_SL,0.0,0.0,8
MOTHERSON-EQ,4204,BUY,2025-05-07,71,9968.4,2025-05-09,140.4,T1_SL,0.0,0.0,2
ICICIGI-EQ,21770,BUY,2025-04-21,5,9165.0,2025-04-30,1876.5,MKT,43.5,217.5,9
HYUNDAI-EQ,25844,BUY,2025-05-06,5,8665.0,2025-05-07,1753.76,SL,20.75999999999999,103.79999999999995,1
SHRIRAMFIN-EQ,4306,BUY,2025-05-07,15,9480.0,2025-05-08,635.35,SL,3.3500000000000227,50.25000000000034,1
HINDALCO-EQ,1363,BUY,2025-05-07,15,9510.0,2025-05-08,630.5,SL,-3.5,-52.5,1
TATAMOTORS-EQ,3456,BUY,2025-05-09,14,9562.0,2025-05-13,710.04,SL,27.039999999999964,378.5599999999995,4
GAIL-EQ,4717,BUY,2025-04-28,53,9911.0,2025-05-08,184.27,MKT,-2.7299999999999898,-144.68999999999946,10
NTPC-EQ,11630,BUY,2025-04-29,27,9798.3,2025-04-30,352.013,SL,-10.887,-293.949,1
DABUR-EQ,772,BUY,2025-04-22,20,9636.0,2025-05-02,480.5,MKT,-1.3000000000000114,-26.000000000000227,10
BRITANNIA-EQ,547,BUY,2025-05-09,1,5480.0,2025-05-13,5480.0,T1_SL,0.0,0.0,4
TORNTPHARM-EQ,3518,BUY,2025-04-23,3,9852.0,2025-04-25,3222.34,SL,-61.659999999999854,-184.97999999999956,2
TCS-EQ,11536,BUY,2025-04-29,2,6956.0,2025-04-30,3390.15,SL,-87.84999999999991,-175.69999999999982,1
ABCAPITAL-EQ,21614,BUY,2025-05-08,49,9878.4,2025-05-09,203.797,SL,2.1970000000000027,107.65300000000013,1
VOLTAS-EQ,3718,BUY,2025-05-08,7,8792.0,2025-05-09,1218.32,SL,-37.680000000000064,-263.76000000000045,1
TATASTEEL-EQ,3499,BUY,2025-05-06,69,9894.6,2025-05-07,152.484,SL,9.084000000000003,626.7960000000003,1
PERSISTENT-EQ,18365,BUY,2025-05-06,1,5568.0,2025-05-07,5461.1,SL,-106.89999999999964,-106.89999999999964,1
PRESTIGE-EQ,20302,BUY,2025-05-12,7,9485.0,2025-05-13,1401.65,SL,46.65000000000009,326.55000000000064,1
WIPRO-EQ,3787,BUY,2025-05-12,40,9936.0,2025-05-21,248.4,T1_SL,0.0,0.0,9
EXIDEIND-EQ,676,BUY,2025-05-12,26,9843.6,2025-05-13,383.538,SL,4.937999999999988,128.3879999999997,1
BOSCHLTD-EQ,2181,BUY,2025-05-12,0,0.0,2025-05-22,31740.0,MKT,890.0,0.0,10
POLICYBZR-EQ,6656,BUY,2025-05-12,5,8415.0,2025-05-13,1732.42,SL,49.42000000000007,247.10000000000036,1
COALINDIA-EQ,20374,BUY,2025-05-12,25,9875.0,2025-05-22,395.0,T1_SL,0.0,0.0,10
SUPREMEIND-EQ,3363,BUY,2025-05-12,2,7070.0,2025-05-13,3608.4,SL,73.40000000000009,146.80000000000018,1
BAJFINANCE-EQ,317,BUY,2025-05-13,1,9074.0,2025-05-23,9243.5,MKT,169.5,169.5,10
AXISBANK-EQ,5900,BUY,2025-05-12,8,9432.0,2025-05-22,1179.0,T1_SL,0.0,0.0,10
BAJAJFINSV-EQ,16675,BUY,2025-05-12,4,8200.0,2025-05-22,2001.0,MKT,-49.0,-196.0,10
BHEL-EQ,438,BUY,2025-05-12,43,9993.2,2025-05-13,235.904,SL,3.5039999999999907,150.6719999999996,1
BANKBARODA-EQ,4668,BUY,2025-05-15,42,9882.6,2025-05-16,235.516,SL,0.21599999999997976,9.07199999999915,1
NMDC-EQ,15332,BUY,2025-05-12,148,9951.519999999999,2025-05-13,68.7245,SL,1.4845000000000113,219.70600000000167,1
PETRONET-EQ,11351,BUY,2025-05-15,31,9889.0,2025-05-19,319.0,T1_SL,0.0,0.0,4
HINDZINC-EQ,1424,BUY,2025-05-14,22,9600.8,2025-05-23,447.05,MKT,10.650000000000034,234.30000000000075,9
SAIL-EQ,2963,BUY,2025-05-14,83,9993.2,2025-05-16,121.638,SL,1.2379999999999995,102.75399999999996,2
NYKAA-EQ,6545,BUY,2025-05-12,50,9850.0,2025-05-13,198.268,SL,1.2680000000000007,63.400000000000034,1
LTF-EQ,24948,BUY,2025-05-12,59,9994.6,2025-05-13,172.078,SL,2.6779999999999973,158.00199999999984,1
JIOFIN-EQ,18143,BUY,2025-05-15,37,9990.0,2025-05-23,281.75,MKT,11.75,434.75,8
BAJAJ-AUTO-EQ,16669,BUY,2025-05-13,1,8048.0,2025-05-14,8115.02,SL,67.02000000000044,67.02000000000044,1
LODHA-EQ,3220,BUY,2025-05-15,7,9296.0,2025-05-16,1369.64,SL,41.6400000000001,291.4800000000007,1
AUBANK-EQ,21238,BUY,2025-04-29,14,9730.0,2025-05-05,674.15,SL,-20.850000000000023,-291.9000000000003,6
SONACOMS-EQ,4684,BUY,2025-05-05,20,9986.0,2025-05-06,507.31,SL,8.009999999999991,160.19999999999982,1
BPCL-EQ,526,BUY,2025-05-12,32,9872.0,2025-05-13,310.594,SL,2.093999999999994,67.00799999999981,1
HINDPETRO-EQ,1406,BUY,2025-05-15,25,9950.0,2025-05-20,395.081,SL,-2.9189999999999827,-72.97499999999957,5
SBILIFE-EQ,21808,BUY,2025-05-14,5,8785.0,2025-05-15,1744.06,SL,-12.940000000000055,-64.70000000000027,1
APOLLOHOSP-EQ,157,BUY,2025-04-15,1,6871.0,2025-04-16,6879.24,SL,8.239999999999782,8.239999999999782,1
INDUSINDBK-EQ,5258,BUY,2025-04-15,13,9295.0,2025-04-16,776.97,SL,61.97000000000003,805.6100000000004,1
RELIANCE-EQ,2885,BUY,2025-05-15,6,8640.0,2025-05-19,1440.0,T1_SL,0.0,0.0,4
ITC-EQ,1660,BUY,2025-05-12,23,9871.6,2025-05-21,439.6,T2_SL,10.400000000000034,239.20000000000078,9
DRREDDY-EQ,881,BUY,2025-05-14,8,9680.0,2025-05-15,1204.74,SL,-5.259999999999991,-42.07999999999993,1
LT-EQ,11483,BUY,2025-05-09,2,6752.0,2025-05-12,3508.49,SL,132.48999999999978,264.97999999999956,3
SUZLON-EQ,12018,BUY,2025-05-13,174,9987.6,2025-05-14,59.7326,SL,2.3325999999999993,405.87239999999986,1
TATACOMM-EQ,3721,BUY,2025-05-14,6,9462.0,2025-05-15,1634.45,SL,57.450000000000045,344.7000000000003,1
NESTLEIND-EQ,17963,BUY,2025-05-15,4,9560.0,2025-05-22,2342.55,SL,-47.44999999999982,-189.79999999999927,7
HCLTECH-EQ,7229,BUY,2025-05-08,6,9588.0,2025-05-16,1659.9,MKT,61.90000000000009,371.40000000000055,8
KALYANKJIL-EQ,2955,BUY,2025-05-12,18,9630.0,2025-05-13,547.08,SL,12.080000000000041,217.44000000000074,1
TATATECH-EQ,20293,BUY,2025-05-08,14,9366.0,2025-05-09,701.31,SL,32.309999999999945,452.33999999999924,1
PIIND-EQ,24184,BUY,2025-05-16,2,7484.0,2025-05-21,3680.18,SL,-61.820000000000164,-123.64000000000033,5
CONCOR-EQ,4749,BUY,2025-05-16,14,9842.0,2025-05-19,745.0,T3,42.0,588.0,3
CUMMINSIND-EQ,1901,BUY,2025-05-16,3,8919.0,2025-05-20,2951.71,SL,-21.289999999999964,-63.86999999999989,4
ASIANPAINT-EQ,236,BUY,2025-04-16,4,9792.0,2025-04-21,2448.0,T1_SL,0.0,0.0,5
OBEROIRLTY-EQ,20242,BUY,2025-05-15,6,9774.0,2025-05-16,1693.62,SL,64.61999999999989,387.71999999999935,1
SBIN-EQ,3045,BUY,2025-05-13,12,9648.0,2025-05-21,783.76,SL,-20.24000000000001,-242.8800000000001,8
BHARTIHEXA-EQ,23489,BUY,2025-04-17,6,9642.0,2025-04-25,1584.9,MKT,-22.09999999999991,-132.59999999999945,8
PAYTM-EQ,6705,BUY,2025-05-05,11,9273.0,2025-05-06,817.71,SL,-25.289999999999964,-278.1899999999996,1
VEDL-EQ,3063,BUY,2025-05-12,23,9765.800000000001,2025-05-13,433.687,SL,9.086999999999989,209.00099999999975,1
ATGL-EQ,6066,BUY,2025-05-13,15,9510.0,2025-05-23,658.5,MKT,24.5,367.5,10
HUDCO-EQ,20825,BUY,2025-05-16,44,9939.6,2025-05-20,227.562,SL,1.6620000000000061,73.12800000000027,4
ASTRAL-EQ,14418,BUY,2025-05-16,7,9499.0,2025-05-19,1425.9,SL,68.90000000000009,482.30000000000064,3
ZYDUSLIFE-EQ,7929,BUY,2025-05-13,11,9790.0,2025-05-20,882.7,SL,-7.2999999999999545,-80.2999999999995,7
SBICARD-EQ,17971,BUY,2025-05-05,11,9823.0,2025-05-07,866.21,SL,-26.789999999999964,-294.6899999999996,2
IREDA-EQ,20261,BUY,2025-05-14,59,9988.7,2025-05-15,170.72,SL,1.4199999999999875,83.77999999999926,1
OIL-EQ,17438,BUY,2025-05-12,24,9907.2,2025-05-13,417.1,SL,4.300000000000011,103.20000000000027,1
ADANIPOWER-EQ,17388,BUY,2025-05-16,18,9954.0,2025-05-20,553.0,T1_SL,0.0,0.0,4
SJVN-EQ,18883,BUY,2025-05-13,103,9970.4,2025-05-14,102.238,SL,5.438000000000002,560.1140000000003,1
COFORGE-EQ,11543,BUY,2025-05-05,6,9066.0,2025-05-06,1648.03,SL,137.02999999999997,822.1799999999998,1
M&MFIN-EQ,13285,BUY,2025-05-14,38,9845.800000000001,2025-05-15,260.736,SL,1.6359999999999673,62.167999999998756,1
PFC-EQ,14299,BUY,2025-05-13,24,9960.0,2025-05-14,403.811,SL,-11.189000000000021,-268.5360000000005,1
VMM-EQ,27969,BUY,2025-04-30,87,9961.5,2025-05-07,121.4,T2_SL,6.900000000000006,600.3000000000005,7
IRFC-EQ,2029,BUY,2025-05-14,79,9961.9,2025-05-15,135.994,SL,9.894000000000005,781.6260000000004,1
UNIONBANK-EQ,10753,BUY,2025-05-14,76,9994.0,2025-05-15,136.382,SL,4.882000000000005,371.0320000000004,1
GODREJPROP-EQ,17875,BUY,2025-05-16,4,8640.0,2025-05-20,2160.0,T1_SL,0.0,0.0,4
ICICIPRULI-EQ,18652,BUY,2025-05-15,16,9760.0,2025-05-23,642.2,MKT,32.200000000000045,515.2000000000007,8
IGL-EQ,11262,BUY,2025-05-16,48,9936.0,2025-05-19,207.774,SL,0.7740000000000009,37.152000000000044,3
ADANIPORTS-EQ,15083,BUY,2025-05-13,7,9639.0,2025-05-14,1367.7,SL,-9.299999999999955,-65.09999999999968,1
RVNL-EQ,9552,BUY,2025-05-14,27,9798.3,2025-05-15,404.975,SL,42.075000000000045,1136.0250000000012,1
CANBK-EQ,10794,BUY,2025-05-12,101,9942.44,2025-05-13,105.342,SL,6.902000000000001,697.1020000000001,1
IRB-EQ,15313,BUY,2025-05-13,208,9959.04,2025-05-14,48.4515,SL,0.5715000000000003,118.87200000000007,1
LICI-EQ,9480,BUY,2025-05-13,12,9852.0,2025-05-14,840.02,SL,19.019999999999982,228.23999999999978,1
OFSS-EQ,10738,BUY,2025-04-29,1,8865.0,2025-05-05,8599.05,SL,-265.9500000000007,-265.9500000000007,6
MRF-EQ,2277,BUY,2025-05-15,0,0.0,2025-05-23,143670.0,MKT,2290.0,0.0,8
BHARATFORG-EQ,422,BUY,2025-05-09,8,9272.0,2025-05-12,1231.9,SL,72.90000000000009,583.2000000000007,3
TRENT-EQ,1964,BUY,2025-05-12,1,5418.0,2025-05-14,5418.0,T1_SL,0.0,0.0,2
MOTILALOFS-EQ,14947,BUY,2025-05-12,14,9870.0,2025-05-13,779.88,SL,74.88,1048.32,1
COCHINSHIP-EQ,21508,BUY,2025-05-15,5,8585.0,2025-05-16,2005.96,SL,288.96000000000004,1444.8000000000002,1
SIEMENS-EQ,3150,BUY,2025-05-12,3,8712.0,2025-05-13,3205.85,SL,301.8499999999999,905.5499999999997,1
DLF-EQ,14732,BUY,2025-05-16,14,9968.0,2025-05-26,777.8,MKT,65.79999999999995,921.1999999999994,10
ABB-EQ,13,BUY,2025-05-16,1,5792.0,2025-05-20,5810.3,SL,18.300000000000182,18.300000000000182,4
ADANIENSOL-EQ,10217,BUY,2025-05-15,11,9999.0,2025-05-20,881.73,SL,-27.269999999999982,-299.9699999999998,5
NAUKRI-EQ,13751,BUY,2025-05-12,6,8724.0,2025-05-13,1464.7,SL,10.700000000000045,64.20000000000027,1
BANDHANBNK-EQ,2263,BUY,2025-05-14,60,9942.0,2025-05-20,165.7,T1_SL,0.0,0.0,6
MOTHERSON-EQ,4204,BUY,2025-05-19,67,9875.800000000001,2025-05-20,147.052,SL,-0.3480000000000132,-23.316000000000884,1
RECLTD-EQ,15355,BUY,2025-04-17,23,9809.5,2025-04-25,422.2,MKT,-4.300000000000011,-98.90000000000026,8
TIINDIA-EQ,312,BUY,2025-05-19,3,9225.0,2025-05-20,2982.75,SL,-92.25,-276.75,1
MANKIND-EQ,15380,BUY,2025-05-12,4,9916.0,2025-05-22,2479.0,T1_SL,0.0,0.0,10
PIDILITIND-EQ,2664,BUY,2025-05-13,3,9285.0,2025-05-20,3034.16,SL,-60.840000000000146,-182.52000000000044,7
SWIGGY-EQ,27066,BUY,2025-05-19,30,9816.0,2025-05-20,317.384,SL,-9.815999999999974,-294.4799999999992,1
MAHABANK-EQ,11377,BUY,2025-05-19,193,9956.87,2025-05-21,52.19,T2_SL,0.5999999999999943,115.7999999999989,2
INDIANB-EQ,14309,BUY,2025-05-13,17,9792.0,2025-05-14,582.0,SL,6.0,102.0,1
BANKINDIA-EQ,4745,BUY,2025-05-19,86,9924.4,2025-05-29,119.21,MKT,3.809999999999988,327.65999999999894,10
GLENMARK-EQ,7406,BUY,2025-05-14,6,8634.0,2025-05-20,1439.0,T1_SL,0.0,0.0,6
MUTHOOTFIN-EQ,23650,BUY,2025-05-05,4,8760.0,2025-05-08,2255.0,T2_SL,65.0,260.0,3
YESBANK-EQ,11915,BUY,2025-05-09,514,9992.16,2025-05-12,21.049,SL,1.6089999999999982,827.025999999999,3
ABCAPITAL-EQ,21614,BUY,2025-05-21,45,9900.0,2025-05-26,220.0,T1_SL,0.0,0.0,5
ETERNAL-EQ,5097,BUY,2025-05-16,40,9812.0,2025-05-19,237.941,SL,-7.359000000000009,-294.36000000000035,3
DABUR-EQ,772,BUY,2025-05-20,20,9690.0,2025-05-29,486.2,T2_SL,1.6999999999999886,33.99999999999977,9
INDHOTEL-EQ,1512,BUY,2025-05-19,12,9348.0,2025-05-20,755.63,SL,-23.370000000000005,-280.44000000000005,1
GAIL-EQ,4717,BUY,2025-05-20,52,9932.0,2025-05-21,188.859,SL,-2.140999999999991,-111.33199999999954,1
FEDERALBNK-EQ,1023,BUY,2025-05-13,51,9939.9,2025-05-14,197.298,SL,2.397999999999996,122.2979999999998,1
IDFCFIRSTB-EQ,11184,BUY,2025-05-15,143,9967.1,2025-05-20,67.609,SL,-2.091000000000008,-299.01300000000117,5
PNB-EQ,10666,BUY,2025-05-19,100,9955.0,2025-05-29,102.31,MKT,2.760000000000005,276.0000000000005,10
BRITANNIA-EQ,547,BUY,2025-05-20,1,5547.0,2025-05-30,5510.5,MKT,-36.5,-36.5,10
M&M-EQ,2031,BUY,2025-05-05,3,9000.0,2025-05-15,3144.3,MKT,144.30000000000018,432.90000000000055,10
HDFCBANK-EQ,1333,BUY,2025-04-15,5,9220.0,2025-04-25,1911.2,MKT,67.20000000000005,336.0000000000002,10
BIOCON-EQ,11373,BUY,2025-05-19,29,9845.5,2025-05-23,329.315,SL,-10.185000000000002,-295.36500000000007,4
PREMIERENE-EQ,25049,BUY,2025-05-13,10,9980.0,2025-05-14,1065.06,SL,67.05999999999995,670.5999999999995,1
LICHSGFIN-EQ,1997,BUY,2025-05-14,16,9872.0,2025-05-19,607.22,SL,-9.779999999999973,-156.47999999999956,5
UNITDSPR-EQ,10447,BUY,2025-05-12,6,9306.0,2025-05-21,1504.47,SL,-46.52999999999997,-279.17999999999984,9
JUBLFOOD-EQ,18096,BUY,2025-04-15,14,9716.0,2025-04-25,694.3,MKT,0.2999999999999545,4.199999999999363,10
SRF-EQ,3273,BUY,2025-04-28,3,8970.0,2025-05-02,2990.0,T1_SL,0.0,0.0,4
LTIM-EQ,17818,BUY,2025-05-13,2,9954.0,2025-05-23,5045.8,MKT,68.80000000000018,137.60000000000036,10
UPL-EQ,11287,BUY,2025-04-28,15,9900.0,2025-05-08,660.0,T1_SL,0.0,0.0,10
JSWENERGY-EQ,17869,BUY,2025-05-15,20,9640.0,2025-05-16,493.73,SL,11.730000000000018,234.60000000000036,1
POLICYBZR-EQ,6656,BUY,2025-05-23,5,8900.0,2025-06-02,1757.7,MKT,-22.299999999999955,-111.49999999999977,10
TORNTPOWER-EQ,13786,BUY,2025-04-28,6,9408.0,2025-05-02,1520.96,SL,-47.039999999999964,-282.2399999999998,4
DMART-EQ,19913,BUY,2025-05-16,2,8242.0,2025-05-20,4070.12,SL,-50.88000000000011,-101.76000000000022,4
EXIDEIND-EQ,676,BUY,2025-05-23,26,9965.800000000001,2025-05-27,377.039,SL,-6.261000000000024,-162.78600000000063,4
BHARTIARTL-EQ,10604,BUY,2025-05-23,5,9185.0,2025-06-02,1854.1,MKT,17.09999999999991,85.49999999999955,10
CIPLA-EQ,694,BUY,2025-04-30,6,9402.0,2025-05-02,1519.99,SL,-47.00999999999999,-282.05999999999995,2
PRESTIGE-EQ,20302,BUY,2025-05-23,6,8670.0,2025-05-26,1488.95,SL,43.950000000000045,263.7000000000003,3
HDFCAMC-EQ,4244,BUY,2025-05-12,2,8990.0,2025-05-13,4699.65,SL,204.64999999999964,409.2999999999993,1
DRREDDY-EQ,881,BUY,2025-05-26,8,9928.0,2025-06-05,1290.6,MKT,49.59999999999991,396.7999999999993,10
NHPC-EQ,17400,BUY,2025-05-16,114,9968.16,2025-05-26,87.06,MKT,-0.37999999999999545,-43.31999999999948,10
NMDC-EQ,15332,BUY,2025-05-26,136,9941.599999999999,2025-05-28,73.1,T1_SL,0.0,0.0,2
POLYCAB-EQ,9590,BUY,2025-05-15,1,6054.0,2025-05-20,6054.0,T1_SL,0.0,0.0,5
LODHA-EQ,3220,BUY,2025-05-26,6,8604.0,2025-05-27,1430.75,SL,-3.25,-19.5,1
JIOFIN-EQ,18143,BUY,2025-05-26,35,9926.0,2025-05-27,282.949,SL,-0.6510000000000105,-22.785000000000366,1
ICICIGI-EQ,21770,BUY,2025-05-19,5,9395.0,2025-05-26,1838.15,SL,-40.84999999999991,-204.24999999999955,7
SHRIRAMFIN-EQ,4306,BUY,2025-05-19,14,9520.0,2025-05-20,659.6,SL,-20.399999999999977,-285.5999999999997,1
TECHM-EQ,13538,BUY,2025-05-12,6,9108.0,2025-05-22,1565.6,MKT,47.59999999999991,285.59999999999945,10
BAJAJHFL-EQ,25270,BUY,2025-05-14,81,9930.6,2025-05-23,124.54,MKT,1.940000000000012,157.14000000000095,9
LT-EQ,11483,BUY,2025-05-26,2,7298.0,2025-06-02,3649.0,T1_SL,0.0,0.0,7
LUPIN-EQ,10440,BUY,2025-05-09,4,8120.0,2025-05-19,2029.6,MKT,-0.40000000000009095,-1.6000000000003638,10
SAIL-EQ,2963,BUY,2025-05-26,78,9890.4,2025-05-27,129.107,SL,2.307000000000002,179.94600000000017,1
HINDALCO-EQ,1363,BUY,2025-05-20,15,9960.0,2025-05-22,664.0,T1_SL,0.0,0.0,2
INDUSINDBK-EQ,5258,BUY,2025-05-26,12,9600.0,2025-06-05,803.2,MKT,3.2000000000000455,38.400000000000546,10
JINDALSTEL-EQ,6733,BUY,2025-05-13,11,9999.0,2025-05-14,942.84,SL,33.84000000000003,372.24000000000035,1
POWERGRID-EQ,14977,BUY,2025-05-08,31,9709.199999999999,2025-05-09,303.804,SL,-9.396000000000015,-291.27600000000047,1
ICICIBANK-EQ,4963,BUY,2025-04-15,7,9373.0,2025-04-25,1404.8,MKT,65.79999999999995,460.5999999999997,10
TRENT-EQ,1964,BUY,2025-05-29,1,5639.0,2025-06-02,5639.0,T1_SL,0.0,0.0,4
LTF-EQ,24948,BUY,2025-05-26,56,9844.800000000001,2025-05-27,174.6,SL,-1.200000000000017,-67.20000000000095,1
HEROMOTOCO-EQ,1348,BUY,2025-05-15,2,8216.0,2025-05-20,4354.0,T2_SL,246.0,492.0,5
VEDL-EQ,3063,BUY,2025-05-27,22,9842.8,2025-05-30,449.6,T2_SL,2.2000000000000455,48.400000000001,3
IGL-EQ,11262,BUY,2025-05-28,47,9870.0,2025-05-30,216.2,T2_SL,6.199999999999989,291.39999999999947,2
MARUTI-EQ,10999,BUY,2025-05-15,0,0.0,2025-05-23,12453.0,MKT,-274.0,-0.0,8
BHARATFORG-EQ,422,BUY,2025-05-29,7,8820.0,2025-05-30,1240.63,SL,-19.36999999999989,-135.58999999999924,1
MOTILALOFS-EQ,14947,BUY,2025-05-29,12,9600.0,2025-05-30,822.56,SL,22.559999999999945,270.71999999999935,1
PFC-EQ,14299,BUY,2025-05-28,24,9931.2,2025-05-30,405.266,SL,-8.533999999999992,-204.8159999999998,2
HINDZINC-EQ,1424,BUY,2025-05-26,22,9823.0,2025-05-27,460.168,SL,13.668000000000006,300.69600000000014,1
VMM-EQ,27969,BUY,2025-05-28,79,9938.199999999999,2025-05-30,125.8,T1_SL,0.0,0.0,2
AUBANK-EQ,21238,BUY,2025-05-26,14,9786.0,2025-05-27,709.07,SL,10.07000000000005,140.9800000000007,1
VOLTAS-EQ,3718,BUY,2025-05-22,7,8897.0,2025-05-30,1262.8,MKT,-8.200000000000045,-57.40000000000032,8
TATACOMM-EQ,3721,BUY,2025-05-26,5,8445.0,2025-06-05,1713.1,MKT,24.09999999999991,120.49999999999955,10
ADANIGREEN-EQ,3563,BUY,2025-05-16,10,9760.0,2025-05-23,976.0,T1_SL,0.0,0.0,7
ACC-EQ,22,BUY,2025-05-16,5,9440.0,2025-05-26,1958.4,MKT,70.40000000000009,352.00000000000045,10
BANDHANBNK-EQ,2263,BUY,2025-05-29,58,9929.599999999999,2025-05-30,168.004,SL,-3.195999999999998,-185.36799999999988,1
TATAELXSI-EQ,3411,BUY,2025-05-19,1,6228.0,2025-05-20,6260.38,SL,32.38000000000011,32.38000000000011,1
SJVN-EQ,18883,BUY,2025-05-28,96,9926.400000000001,2025-05-30,100.88,SL,-2.5200000000000102,-241.92000000000098,2
SIEMENS-EQ,3150,BUY,2025-05-29,2,6696.0,2025-06-06,3297.5,MKT,-50.5,-101.0,8
IRCTC-EQ,13611,BUY,2025-05-14,12,9276.0,2025-05-15,790.55,SL,17.549999999999955,210.59999999999945,1
ONGC-EQ,2475,BUY,2025-05-14,40,9812.0,2025-05-23,244.24,MKT,-1.0600000000000023,-42.40000000000009,9
INDUSTOWER-EQ,29135,BUY,2025-05-12,25,9890.0,2025-05-19,395.6,T1_SL,0.0,0.0,7
GRASIM-EQ,1232,BUY,2025-05-15,3,8322.0,2025-05-19,2774.0,T1_SL,0.0,0.0,4
MPHASIS-EQ,4503,BUY,2025-05-14,3,7650.0,2025-05-19,2550.0,T1_SL,0.0,0.0,5
CHOLAFIN-EQ,685,BUY,2025-05-19,6,9780.0,2025-05-29,1607.8,MKT,-22.200000000000045,-133.20000000000027,10
NAUKRI-EQ,13751,BUY,2025-05-29,6,8724.0,2025-05-30,1452.09,SL,-1.9100000000000819,-11.460000000000491,1
COFORGE-EQ,11543,BUY,2025-05-28,5,8485.0,2025-06-06,1775.5,MKT,78.5,392.5,9
IREDA-EQ,20261,BUY,2025-05-27,57,9986.4,2025-06-03,172.563,SL,-2.6370000000000005,-150.30900000000003,7
ABB-EQ,13,BUY,2025-05-29,1,6062.0,2025-06-02,5934.46,SL,-127.53999999999996,-127.53999999999996,4
COALINDIA-EQ,20374,BUY,2025-05-23,24,9609.599999999999,2025-06-02,399.7,MKT,-0.6999999999999886,-16.799999999999727,10
ADANIENT-EQ,25,BUY,2025-05-14,4,9820.0,2025-05-23,2540.0,MKT,85.0,340.0,9
ATGL-EQ,6066,BUY,2025-05-27,14,9464.0,2025-05-28,672.21,SL,-3.7899999999999636,-53.05999999999949,1
ADANIENSOL-EQ,10217,BUY,2025-05-29,11,9801.0,2025-05-30,864.27,SL,-26.730000000000018,-294.0300000000002,1
ADANIPOWER-EQ,17388,BUY,2025-05-28,18,9954.0,2025-06-06,555.25,MKT,2.25,40.5,9
ZYDUSLIFE-EQ,7929,BUY,2025-05-27,10,9200.0,2025-06-06,960.15,MKT,40.14999999999998,401.4999999999998,10
IRB-EQ,15313,BUY,2025-05-28,193,9993.54,2025-05-30,50.537,SL,-1.243000000000002,-239.8990000000004,2
