date,time,symbol,token,action,breakout_level,stop_loss,target1,target2,target3,rsi,macd,volume,level_score,level_age,close
04-06-2025,09:15:00,COFORGE-EQ,11543,BUY,1709,1657.73,1740,1812,1965,64.00409019,-0.793195486,171739,,,1711
05-06-2025,09:40:00,COFORGE-EQ,11543,BUY,1740,1687.8,1844,1879,2001,67.90963565,4.294888016,51848,,,1742
09-06-2025,10:20:00,COFORGE-EQ,11543,BUY,1792,1738.24,1900,1935,2061,70.53835205,5.596100986,53528,,,1801.5
10-06-2025,09:45:00,COFORGE-EQ,11543,BUY,1805,1750.85,1913,1949,2076,73.95639468,21.97043847,194260,,,1870
16-04-2025,15:00:00,COLPAL-EQ,15141,BUY,2540,2463.8,2692,2743,2921,60.79617583,0.121363721,8049,,,2550.7
17-04-2025,10:55:00,COLPAL-EQ,15141,BUY,2557,2480.29,2710,2762,2941,70.46294313,10.32051417,9707,,,2594.9
22-04-2025,12:00:00,COLPAL-EQ,15141,BUY,2601,2522.97,2601,2757,2991,71.2263091,15.69349947,19775,,,2649.1
23-04-2025,09:30:00,COLPAL-EQ,15141,BUY,2674,2593.78,2674,2834,3075,74.21620017,6.520802647,27193,,,2680.1
24-04-2025,13:55:00,COLPAL-EQ,15141,BUY,2714,2632.58,2877,2931,3121,63.89814949,3.3221446,5576,,,2716.9
15-05-2025,14:35:00,COLPAL-EQ,15141,BUY,2647,2567.59,2744,2806,3044,72.62877415,9.702975451,6742,,,2647.9
19-05-2025,09:20:00,COLPAL-EQ,15141,BUY,2698,2617.06,2744,2860,3103,73.21831979,2.382259829,18881,,,2707.2
21-05-2025,12:35:00,COLPAL-EQ,15141,BUY,2647,2567.59,2747,2806,3044,56.84337322,-0.753012095,2682,,,2652.7
21-04-2025,09:30:00,CONCOR-EQ,4749,BUY,707,685.79,718,731,749,71.91872367,1.16567789,66703,,,707.9
16-05-2025,10:15:00,CONCOR-EQ,4749,BUY,703,681.91,703,717,745,73.28732528,3.320604005,401556,,,704.85
27-05-2025,10:50:00,CONCOR-EQ,4749,BUY,746,723.62,758,791,858,64.4944006,1.681458684,81841,,,745.95
29-05-2025,15:25:00,CONCOR-EQ,4749,BUY,784,760.48,831,847,902,70.6507484,1.584168251,238254,,,788
03-06-2025,09:40:00,CONCOR-EQ,4749,BUY,791,767.27,838,854,910,74.4433588,2.537161546,76407,,,792
04-06-2025,14:15:00,CONCOR-EQ,4749,BUY,797,773.09,797,845,917,70.80873335,1.352261327,44861,,,800.55
15-04-2025,13:50:00,CUMMINSIND-EQ,1901,BUY,2852,2766.44,3023,3085,3280,57.00509861,-1.155962376,13748,,,2888.5
05-05-2025,13:50:00,CUMMINSIND-EQ,1901,BUY,2948,2859.56,2962,2973,3125,70.49987516,4.805349205,29293,,,2957.6
13-05-2025,11:30:00,CUMMINSIND-EQ,1901,BUY,2884,2797.48,2948,2964,3057,64.23462138,5.009585416,8738,,,2895.3
14-05-2025,09:20:00,CUMMINSIND-EQ,1901,BUY,2909,2821.73,2909,2964,3084,74.73416226,4.385274985,17366,,,2914.8
15-05-2025,13:20:00,CUMMINSIND-EQ,1901,BUY,2920,2832.4,2964,2973,3095,71.85386778,7.641470329,12632,,,2926
16-05-2025,10:05:00,CUMMINSIND-EQ,1901,BUY,2973,2883.81,3151,3211,3419,72.25675295,15.0603948,25023,,,2993.9
19-05-2025,09:15:00,CUMMINSIND-EQ,1901,BUY,3043,2951.71,3226,3286,3499,70.55119859,5.834402741,14417,,,3052.6
21-05-2025,11:55:00,CUMMINSIND-EQ,1901,BUY,2964,2875.08,3064,3142,3409,58.09588031,2.099961483,8914,,,2979
26-05-2025,10:25:00,CUMMINSIND-EQ,1901,BUY,2964,2875.08,3064,3142,3409,60.03887312,4.519030129,29041,,,2965
27-05-2025,10:55:00,CUMMINSIND-EQ,1901,BUY,2964,2875.08,3064,3142,3409,70.47500385,7.093812253,4543,,,2972
29-05-2025,09:15:00,CUMMINSIND-EQ,1901,BUY,3023,2932.31,3023,3064,3204,68.01162689,-3.344329729,178621,,,3043.8
02-06-2025,11:05:00,CUMMINSIND-EQ,1901,BUY,3289,3190.33,3289,3486,3782,68.81199397,2.501828183,34816,,,3293
06-06-2025,11:25:00,CUMMINSIND-EQ,1901,BUY,3380,3278.6,3583,3650,3887,59.16381536,6.190053843,19572,,,3380.8
09-06-2025,13:45:00,CUMMINSIND-EQ,1901,BUY,3408,3305.76,3408,3612,3919,68.86417364,3.166315446,1163,,,3408.7
22-04-2025,12:15:00,DABUR-EQ,772,BUY,481.8,467.346,481.8,511,519,73.10724548,0.785217991,92137,,,482.5
23-04-2025,10:00:00,DABUR-EQ,772,BUY,485.8,471.226,515,519,559,61.29571445,0.538576209,41484,,,486.9
24-04-2025,09:50:00,DABUR-EQ,772,BUY,487.4,472.778,517,519,561,69.8039332,1.5137708,91648,,,491.25
20-05-2025,11:10:00,DABUR-EQ,772,BUY,484.5,469.965,494.5,514,557,71.6690596,0.407956399,42535,,,485.5
28-05-2025,09:15:00,DABUR-EQ,772,BUY,485.6,471.032,486.2,486.4,515,74.03029578,0.642864739,70506,,,486.2
02-06-2025,11:00:00,DABUR-EQ,772,BUY,486.8,472.196,516,526,560,69.30918292,0.98117921,36565,,,488
04-06-2025,09:15:00,DABUR-EQ,772,BUY,486.4,471.808,490.2,516,559,67.94854427,0.233406237,72596,,,488.5
10-06-2025,12:40:00,DABUR-EQ,772,BUY,486.4,471.808,494.4,516,559,67.82854709,0.224369397,99675,,,488.05
11-06-2025,11:40:00,DABUR-EQ,772,BUY,491.4,476.658,494.4,521,565,64.23165882,0.543534319,91482,,,493.05
15-04-2025,11:20:00,DIVISLAB-EQ,10940,BUY,5625,5456.25,5940,5962,5970,69.85731941,-2.583028315,5239,,,5671
21-04-2025,10:00:00,DIVISLAB-EQ,10940,BUY,5806,5631.82,5940,5970,6154,69.74198174,47.06230467,37518,,,5862
22-04-2025,10:15:00,DIVISLAB-EQ,10940,BUY,5970,5790.9,6328,6448,6865,69.97836096,27.13600082,18752,,,5970.5
05-05-2025,10:20:00,DIVISLAB-EQ,10940,BUY,6153,5968.41,6308,6522,7076,66.88096485,14.49855857,10057,,,6174.5
14-05-2025,13:05:00,DIVISLAB-EQ,10940,BUY,6208,6021.76,6308,6580,7139,70.55176134,12.58516015,16025,,,6238
15-05-2025,13:10:00,DIVISLAB-EQ,10940,BUY,6208,6021.76,6282,6308,6580,59.74919717,-6.01999247,4973,,,6217
16-05-2025,12:05:00,DIVISLAB-EQ,10940,BUY,6282,6093.54,6282,6308,6659,67.93096085,10.1792074,18354,,,6285.5
15-04-2025,13:50:00,DIXON-EQ,21690,BUY,14740,14297.8,15624,15919,16951,68.34745188,26.06667123,16138,,,14868
17-04-2025,14:25:00,DIXON-EQ,21690,BUY,15315,14855.55,16234,16540,17612,71.88153138,10.97230943,17605,,,15394
22-04-2025,09:15:00,DIXON-EQ,21690,BUY,15997,15517.09,16957,17277,18397,65.09058674,-9.230738201,47772,,,16033
23-04-2025,09:15:00,DIXON-EQ,21690,BUY,16828,16323.16,17838,18174,19352,68.77737294,8.729688836,95398,,,16869
16-05-2025,09:30:00,DIXON-EQ,21690,BUY,16529,16033.13,17069,17521,19008,69.69701692,107.8154256,29364,,,16580
20-05-2025,09:35:00,DIXON-EQ,21690,BUY,16749,16246.53,16925,17754,19261,71.21702346,19.1967211,10274,,,16760
17-04-2025,11:45:00,DLF-EQ,14732,BUY,666,646.02,706,718,766,69.28897343,1.564639859,96812,,,666.4
21-04-2025,10:45:00,DLF-EQ,14732,BUY,673,652.81,673,713,718,65.90414946,0.750134042,180330,,,674.85
22-04-2025,14:05:00,DLF-EQ,14732,BUY,686,665.42,686,714,727,73.27295544,1.233159236,107153,,,688.35
05-05-2025,10:25:00,DLF-EQ,14732,BUY,692,671.24,692,696,734,63.11231322,0.498547366,105968,,,692.7
14-05-2025,10:25:00,DLF-EQ,14732,BUY,696,675.12,699,738,800,71.92615947,4.710400478,122802,,,696
15-05-2025,10:55:00,DLF-EQ,14732,BUY,696,675.12,699,699,738,70.47295976,2.078278659,107579,,,698.3
16-05-2025,10:00:00,DLF-EQ,14732,BUY,712,690.64,755,769,819,66.05945122,1.506705283,136652,,,714.3
19-05-2025,09:20:00,DLF-EQ,14732,BUY,723,701.31,723,766,831,73.7773478,0.953222439,219904,,,724.3
29-05-2025,11:55:00,DLF-EQ,14732,BUY,790,766.3,790,837,908,73.94797937,2.621029628,124038,,,793.65
30-05-2025,09:25:00,DLF-EQ,14732,BUY,799,775.03,799,847,919,71.06480467,0.978765746,239955,,,801.75
02-06-2025,11:55:00,DLF-EQ,14732,BUY,803,778.91,851,867,923,73.02807592,1.457681729,64229,,,805
05-06-2025,13:00:00,DLF-EQ,14732,BUY,817,792.49,866,882,940,69.15825937,1.968131213,114777,,,817.85
06-06-2025,10:00:00,DLF-EQ,14732,BUY,830,805.1,830,880,954,65.04961188,1.830433523,139265,,,832.1
15-04-2025,15:10:00,DMART-EQ,19913,BUY,4196,4070.12,4448,4532,4825,73.90568492,10.40201953,18856,,,4218.3
17-04-2025,12:20:00,DMART-EQ,19913,BUY,4265,4137.05,4521,4606,4905,72.83736139,15.7742987,20461,,,4322
21-04-2025,11:45:00,DMART-EQ,19913,BUY,4397,4265.09,4661,4749,5057,71.37411687,6.089433962,19644,,,4405
22-04-2025,13:00:00,DMART-EQ,19913,BUY,4429,4296.13,4695,4783,5093,71.52631225,12.42973367,38801,,,4444.9
23-04-2025,14:00:00,DMART-EQ,19913,BUY,4497,4362.09,4767,4857,5172,71.77383123,10.657257,56983,,,4498.8
24-04-2025,10:05:00,DMART-EQ,19913,BUY,4534,4397.98,4806,4897,5214,63.28355221,13.78146862,25686,,,4535.7
16-05-2025,10:35:00,DMART-EQ,19913,BUY,4121,3997.37,4368,4558,4739,66.40278784,7.876068169,15423,,,4130
19-05-2025,13:30:00,DMART-EQ,19913,BUY,4196,4070.12,4448,4558,4825,64.93385237,2.456581707,6883,,,4226.7
05-06-2025,10:20:00,DMART-EQ,19913,BUY,4170,4044.9,4248,4420,4796,65.84000097,41.83371096,41818,,,4189.9
06-06-2025,09:35:00,DMART-EQ,19913,BUY,4170,4044.9,4245,4248,4420,71.17154296,3.875783301,25689,,,4182.8
15-04-2025,12:00:00,DRREDDY-EQ,881,BUY,1135,1100.95,1203,1216,1227,56.6980124,0.079257546,38669,,,1142.9
17-04-2025,11:25:00,DRREDDY-EQ,881,BUY,1161,1126.17,1161,1216,1231,66.09171913,2.772848578,48740,,,1170.4
21-04-2025,14:50:00,DRREDDY-EQ,881,BUY,1174,1138.78,1216,1227,1244,65.76097234,1.80349944,23564,,,1175.4
23-04-2025,09:15:00,DRREDDY-EQ,881,BUY,1180,1144.6,1180,1227,1251,72.39324852,0.783650458,64335,,,1181.3
24-04-2025,09:40:00,DRREDDY-EQ,881,BUY,1192,1156.24,1227,1264,1371,63.34452947,1.273100977,506763,,,1195
14-05-2025,11:30:00,DRREDDY-EQ,881,BUY,1210,1173.7,1210,1241,1283,57.60001912,1.784822335,27410,,,1218.2
21-05-2025,09:35:00,DRREDDY-EQ,881,BUY,1242,1204.74,1317,1341,1428,70.44548769,5.041657259,138956,,,1246.9
26-05-2025,12:55:00,DRREDDY-EQ,881,BUY,1241,1203.77,1257,1315,1427,58.79987569,0.580325895,14561,,,1241.5
28-05-2025,09:40:00,DRREDDY-EQ,881,BUY,1249,1211.53,1257,1324,1436,73.95270844,1.296258521,31452,,,1252.1
29-05-2025,11:10:00,DRREDDY-EQ,881,BUY,1241,1203.77,1252,1257,1315,60.76223115,0.979904535,189814,,,1249
04-06-2025,12:25:00,DRREDDY-EQ,881,BUY,1257,1219.29,1258,1332,1446,59.74978388,0.275609841,60746,,,1257.3
05-06-2025,09:25:00,DRREDDY-EQ,881,BUY,1266,1228.02,1342,1367,1456,73.19240213,6.855715778,292235,,,1288.6
06-06-2025,09:15:00,DRREDDY-EQ,881,BUY,1303,1263.91,1303,1381,1498,74.84202289,0.912358776,125099,,,1304.5
10-06-2025,11:05:00,DRREDDY-EQ,881,BUY,1329,1289.13,1409,1435,1528,72.88086153,2.177933902,29074,,,1335.5
12-06-2025,09:25:00,DRREDDY-EQ,881,BUY,1363,1322.11,1445,1472,1567,70.8889091,3.645513044,70327,,,1365.2
15-04-2025,12:40:00,EICHERMOT-EQ,910,BUY,5409,5246.73,5500,5525,5734,62.23479833,6.863696978,8278,,,5491.5
17-04-2025,11:30:00,EICHERMOT-EQ,910,BUY,5630,5461.1,5968,6080,6474,62.22597409,6.297454929,19333,,,5654
10-06-2025,09:15:00,EICHERMOT-EQ,910,BUY,5407,5244.79,5444,5628,5731,64.28257695,-0.244106353,8709,,,5412.5
11-06-2025,09:15:00,EICHERMOT-EQ,910,BUY,5407,5244.79,5444,5628,5731,69.66356051,-2.478029191,10158,,,5412.5
15-04-2025,13:50:00,ESCORTS-EQ,958,BUY,3220,3123.4,3290,3302,3413,57.25178354,-4.201020626,1662,,,3235.9
21-04-2025,10:20:00,ESCORTS-EQ,958,BUY,3290,3191.3,3302,3321,3487,67.288789,7.006703195,1916,,,3295.5
22-04-2025,10:10:00,ESCORTS-EQ,958,BUY,3384,3282.48,3587,3655,3892,72.92510072,10.89765557,7719,,,3418
23-04-2025,09:50:00,ESCORTS-EQ,958,BUY,3425,3322.25,3630,3699,3939,70.95864753,18.74188655,9250,,,3429
02-05-2025,09:40:00,ESCORTS-EQ,958,BUY,3290,3191.3,3467,3487,3783,61.94439707,3.297567477,4489,,,3292.5
16-05-2025,09:20:00,ESCORTS-EQ,958,BUY,3569,3461.93,3783,3855,4104,68.79803355,6.956248775,32343,,,3579.9
15-04-2025,11:30:00,ETERNAL-EQ,5097,BUY,219.2,212.624,230.2,232.4,252.1,56.74614876,-0.024026338,1146023,,,221.53
17-04-2025,09:40:00,ETERNAL-EQ,5097,BUY,223.5,216.795,230.2,236.9,257,70.12536352,0.171791545,895279,,,223.78
22-04-2025,15:05:00,ETERNAL-EQ,5097,BUY,236.1,229.017,236.1,250.3,271.5,55.02120148,-0.08376188,923266,,,237.55
05-05-2025,12:55:00,ETERNAL-EQ,5097,BUY,239.5,232.315,243.4,253.9,275.4,62.54323919,0.303534592,1012116,,,240.15
16-05-2025,09:45:00,ETERNAL-EQ,5097,BUY,245.3,237.941,260,264.9,282.1,66.94195598,1.013993771,1841554,,,245.74
02-06-2025,10:55:00,ETERNAL-EQ,5097,BUY,240.7,233.479,255.1,260,276.8,64.1327515,0.936779873,2408337,,,241.28
04-06-2025,11:40:00,ETERNAL-EQ,5097,BUY,240.7,233.479,245.8,255.1,276.8,67.953448,0.535947433,945795,,,241.24
05-06-2025,09:15:00,ETERNAL-EQ,5097,BUY,248,240.56,262.9,267.8,285.2,73.87394625,0.797873795,4798153,,,249.98
06-06-2025,11:00:00,ETERNAL-EQ,5097,BUY,260.2,252.394,260.2,275.8,299.2,63.70080392,0.67137554,1825316,,,260.37
15-04-2025,12:40:00,EXIDEIND-EQ,676,BUY,374.7,363.459,397.2,404.7,430.9,69.33485977,0.508565175,39504,,,377.9
21-04-2025,15:10:00,EXIDEIND-EQ,676,BUY,383.5,371.995,406.5,414.2,441,68.91130054,0.516680643,144133,,,384.1
28-04-2025,11:25:00,EXIDEIND-EQ,676,BUY,373.6,362.392,388.6,396,429.6,70.02216888,0.375133556,202286,,,377.15
30-04-2025,11:05:00,EXIDEIND-EQ,676,BUY,373.6,362.392,388.6,396,429.6,71.88602698,0.377907187,122125,,,374.2
12-05-2025,14:00:00,EXIDEIND-EQ,676,BUY,378.6,367.242,388.6,401.3,435.4,69.0827307,0.837837814,54271,,,378.85
13-05-2025,09:35:00,EXIDEIND-EQ,676,BUY,379.4,368.018,379.4,388.6,402.2,62.84849607,0.284911308,87229,,,379.55
14-05-2025,12:10:00,EXIDEIND-EQ,676,BUY,380.2,368.794,380.2,388.6,403,72.66302632,0.997643093,97562,,,383
16-05-2025,09:30:00,EXIDEIND-EQ,676,BUY,387.2,375.584,387.2,388.6,410.4,73.62861318,1.10089057,78507,,,387.4
19-05-2025,09:15:00,EXIDEIND-EQ,676,BUY,395.4,383.538,395.4,419.1,454.7,68.23177217,0.385220201,151768,,,396.6
23-05-2025,11:30:00,EXIDEIND-EQ,676,BUY,383.3,371.801,397.2,406.3,440.8,65.49569597,0.279526569,110104,,,384.3
27-05-2025,09:15:00,EXIDEIND-EQ,676,BUY,387.6,375.972,387.6,397.2,410.9,70.64985066,0.780358273,94344,,,388.15
29-05-2025,11:20:00,EXIDEIND-EQ,676,BUY,388.7,377.039,397.2,412,447,67.3973819,0.303226481,84417,,,388.8
05-06-2025,12:05:00,EXIDEIND-EQ,676,BUY,392.6,380.822,397.2,416.2,451.5,72.8539962,0.877621528,112346,,,392.75
09-06-2025,09:20:00,EXIDEIND-EQ,676,BUY,394.5,382.665,397.2,418.2,453.7,70.66456374,0.6514349,82448,,,396.45
11-06-2025,09:15:00,EXIDEIND-EQ,676,BUY,405.8,393.626,430.1,438.3,466.7,74.9262397,0.602778214,299434,,,407.5
21-04-2025,13:55:00,FEDERALBNK-EQ,1023,BUY,200,194,212,216,230,64.77751966,0.211807179,232033,,,202.1
22-04-2025,14:10:00,FEDERALBNK-EQ,1023,BUY,202.8,196.716,202.8,215,233.2,64.7273796,0.032711743,214030,,,204.01
24-04-2025,09:15:00,FEDERALBNK-EQ,1023,BUY,200,194,205.5,212,230,67.34564668,0.09614828,225157,,,200.39
28-04-2025,09:20:00,FEDERALBNK-EQ,1023,BUY,197,191.09,205.5,208.8,226.6,67.46832235,0.043718001,195921,,,199.1
13-05-2025,09:35:00,FEDERALBNK-EQ,1023,BUY,194.9,189.053,205.4,205.5,206.6,73.9240704,0.381459592,157675,,,196
19-05-2025,15:00:00,FEDERALBNK-EQ,1023,BUY,201.6,195.552,205.4,213.7,231.8,56.05955387,-0.089524448,264640,,,202.12
23-05-2025,15:20:00,FEDERALBNK-EQ,1023,BUY,203.4,197.298,205.4,215.6,233.9,71.28974855,0.153028462,646503,,,203.58
02-06-2025,15:05:00,FEDERALBNK-EQ,1023,BUY,204.6,198.462,216.9,221,235.3,56.3319675,0.058830792,214619,,,205.83
03-06-2025,09:30:00,FEDERALBNK-EQ,1023,BUY,207.2,200.984,219.6,223.8,238.3,64.58795125,0.671593099,1586478,,,207.82
10-06-2025,09:25:00,FEDERALBNK-EQ,1023,BUY,213.4,206.998,213.4,213.8,226.2,68.3495115,0.108429474,382064,,,213.64
16-04-2025,15:15:00,GAIL-EQ,4717,BUY,180.8,175.376,186.4,187,191.6,66.93579818,0.339914428,487674,,,184.81
17-04-2025,11:20:00,GAIL-EQ,4717,BUY,187,181.39,198.2,202,215,72.48878867,0.485151766,453483,,,187.27
21-04-2025,14:00:00,GAIL-EQ,4717,BUY,188.7,183.039,200,203.8,217,60.18553161,0.2445982,335217,,,195.71
28-04-2025,09:50:00,GAIL-EQ,4717,BUY,187,181.39,197,198.2,215,60.04594896,0.168299539,1135075,,,189.08
20-05-2025,09:55:00,GAIL-EQ,4717,BUY,191,185.27,193.1,194.7,202.5,68.58736561,0.195323193,578543,,,191
23-05-2025,09:35:00,GAIL-EQ,4717,BUY,193.2,187.404,194,204.8,222.2,69.0558645,0.426556133,589206,,,193.71
26-05-2025,09:15:00,GAIL-EQ,4717,BUY,193.1,187.307,194,204.7,222.1,72.07520972,0.045850191,275001,,,193.11
27-05-2025,11:20:00,GAIL-EQ,4717,BUY,193.1,187.307,194,194.7,204.7,67.45136713,0.08604487,170070,,,193.18
28-05-2025,09:50:00,GAIL-EQ,4717,BUY,194.7,188.859,206.4,210.3,223.9,65.69445458,0.174686981,439757,,,194.88
02-06-2025,15:00:00,GAIL-EQ,4717,BUY,191.4,185.658,194,197.3,202.9,66.50704701,0.086013783,124003,,,191.72
09-06-2025,12:00:00,GAIL-EQ,4717,BUY,194,188.18,197.3,205.6,223.1,69.67040696,0.420755387,188806,,,194.24
10-06-2025,09:15:00,GAIL-EQ,4717,BUY,194.8,188.956,197.3,206.5,224,72.19861591,0.094234055,323572,,,195
11-06-2025,09:25:00,GAIL-EQ,4717,BUY,197.5,191.575,209.4,213.3,227.1,73.77208916,0.456661615,673308,,,198.11
23-04-2025,11:45:00,GLENMARK-EQ,7406,BUY,1408,1365.76,1492,1583,1619,62.76430245,3.223711921,38377,,,1408.8
14-05-2025,11:20:00,GLENMARK-EQ,7406,BUY,1439,1395.83,1451,1525,1655,69.57708425,4.002325313,21000,,,1440.4
15-05-2025,09:20:00,GLENMARK-EQ,7406,BUY,1451,1407.47,1538,1567,1669,71.20517683,1.356929553,15787,,,1452.6
19-05-2025,09:50:00,GLENMARK-EQ,7406,BUY,1451,1407.47,1463,1538,1669,59.87642777,-1.179699399,13225,,,1455.9
20-05-2025,12:35:00,GLENMARK-EQ,7406,BUY,1451,1407.47,1471,1538,1669,63.77263377,0.95488204,16298,,,1454.6
30-05-2025,14:20:00,GLENMARK-EQ,7406,BUY,1451,1407.47,1471,1538,1669,72.12296719,2.81284031,42496,,,1452.3
02-06-2025,12:50:00,GLENMARK-EQ,7406,BUY,1466,1422.02,1471,1554,1686,64.86296102,2.956223374,12310,,,1469
05-06-2025,10:25:00,GLENMARK-EQ,7406,BUY,1528,1482.16,1620,1650,1757,67.23313015,10.63736094,189548,,,1555.8
09-06-2025,09:30:00,GLENMARK-EQ,7406,BUY,1598,1550.06,1598,1694,1838,66.36734318,2.261534867,34073,,,1598.3
10-06-2025,09:50:00,GLENMARK-EQ,7406,BUY,1611,1562.67,1708,1740,1853,70.45749442,3.959373386,30331,,,1618.1
11-06-2025,13:00:00,GLENMARK-EQ,7406,BUY,1630,1581.1,1728,1760,1874,68.47082862,3.644657188,36721,,,1636.2
12-06-2025,09:15:00,GLENMARK-EQ,7406,BUY,1641,1591.77,1641,1739,1887,70.18390123,1.832473972,35601,,,1647.5
13-06-2025,14:10:00,GLENMARK-EQ,7406,BUY,1662,1612.14,1662,1762,1911,70.98313356,2.955422313,73270,,,1665.5
17-04-2025,10:40:00,GMRAIRPORT-EQ,13528,BUY,87.14,84.5258,92.37,94.11,100.2,73.56579252,0.311534956,476414,,,87.22
22-04-2025,09:25:00,GMRAIRPORT-EQ,13528,BUY,87.5,84.875,92.75,94.5,100.6,69.57246424,0.090492091,563790,,,87.54
24-04-2025,11:50:00,GMRAIRPORT-EQ,13528,BUY,87.95,85.3115,93.23,94.99,101.1,68.86331792,0.266527901,560671,,,88.95
15-05-2025,13:50:00,GMRAIRPORT-EQ,13528,BUY,89.06,86.3882,90.19,94.4,102.4,62.01694228,0.062434838,102805,,,89.21
16-05-2025,12:30:00,GMRAIRPORT-EQ,13528,BUY,89.82,87.1254,90.19,95.21,103.3,72.53686661,0.156450109,1007458,,,90.05
09-06-2025,13:25:00,GMRAIRPORT-EQ,13528,BUY,86.54,83.9438,89.65,91.73,91.75,65.53655519,0.052956335,254660,,,86.94
23-04-2025,09:35:00,GODREJCP-EQ,10099,BUY,1247,1209.59,1247,1286,1322,72.024918,3.272555855,30068,,,1249.2
05-05-2025,12:15:00,GODREJCP-EQ,10099,BUY,1286,1247.42,1363,1389,1479,66.26874748,2.703332259,18106,,,1287.2
12-05-2025,13:25:00,GODREJCP-EQ,10099,BUY,1281,1242.57,1288,1358,1473,71.70953228,3.964360204,57478,,,1282.1
15-05-2025,13:10:00,GODREJCP-EQ,10099,BUY,1288,1249.36,1295,1365,1481,68.43447598,2.630910147,19563,,,1290.5
16-05-2025,10:55:00,GODREJCP-EQ,10099,BUY,1288,1249.36,1365,1391,1481,70.23207429,1.786248514,11305,,,1300.8
21-05-2025,12:35:00,GODREJCP-EQ,10099,BUY,1281,1242.57,1288,1308,1358,71.36684234,1.558304609,17378,,,1285
26-05-2025,13:00:00,GODREJCP-EQ,10099,BUY,1288,1249.36,1308,1365,1481,68.35078671,1.571488175,7139,,,1289.2
21-04-2025,12:20:00,GODREJPROP-EQ,17875,BUY,2034,1972.98,2156,2175,2218,70.77707345,7.506327033,14854,,,2043.6
22-04-2025,10:00:00,GODREJPROP-EQ,17875,BUY,2052,1990.44,2052,2175,2175,65.80191771,2.820914382,25826,,,2060
23-04-2025,13:45:00,GODREJPROP-EQ,17875,BUY,2099,2036.03,2175,2218,2225,58.46131206,1.054263574,11925,,,2151.9
02-05-2025,09:25:00,GODREJPROP-EQ,17875,BUY,2181,2115.57,2237,2312,2508,67.58615934,1.758272037,56617,,,2207.1
05-05-2025,09:15:00,GODREJPROP-EQ,17875,BUY,2265,2197.05,2265,2401,2605,70.8698564,15.17721333,176898,,,2278.5
16-05-2025,09:30:00,GODREJPROP-EQ,17875,BUY,2160,2095.2,2181,2290,2320,67.9843777,9.679464829,39657,,,2164.4
19-05-2025,09:25:00,GODREJPROP-EQ,17875,BUY,2181,2115.57,2202,2312,2320,62.13358782,-0.148730605,19542,,,2188.6
28-05-2025,09:50:00,GODREJPROP-EQ,17875,BUY,2269,2200.93,2269,2320,2405,64.1405025,6.155464059,24894,,,2270.1
02-06-2025,12:25:00,GODREJPROP-EQ,17875,BUY,2269,2200.93,2269,2286,2405,71.69680902,7.410636523,16677,,,2272.6
03-06-2025,12:15:00,GODREJPROP-EQ,17875,BUY,2294,2225.18,2294,2432,2638,70.29910938,2.54172369,36769,,,2309.3
05-06-2025,10:40:00,GODREJPROP-EQ,17875,BUY,2269,2200.93,2269,2333,2405,71.62158407,2.218203654,34204,,,2291.9
06-06-2025,09:30:00,GODREJPROP-EQ,17875,BUY,2333,2263.01,2473,2520,2683,72.29620412,9.231239295,61793,,,2346.6
09-06-2025,11:30:00,GODREJPROP-EQ,17875,BUY,2485,2410.45,2634,2684,2858,74.42862406,2.877894644,33554,,,2490.6
10-06-2025,09:20:00,GODREJPROP-EQ,17875,BUY,2494,2419.18,2644,2694,2868,74.2081558,4.371622914,45882,,,2496.3
15-04-2025,12:10:00,GRASIM-EQ,1232,BUY,2664,2584.08,2824,2877,3064,58.61145476,1.081449561,20140,,,2710.6
17-04-2025,09:55:00,GRASIM-EQ,1232,BUY,2726,2644.22,2726,2890,3135,69.71692269,7.264029563,30222,,,2737.1
21-04-2025,11:10:00,GRASIM-EQ,1232,BUY,2772,2688.84,2938,2994,3188,59.10430588,2.563148857,7575,,,2774.7
15-05-2025,13:05:00,GRASIM-EQ,1232,BUY,2774,2690.78,2787,2940,3190,67.19336628,2.64731796,36429,,,2775.5
09-06-2025,09:55:00,GRASIM-EQ,1232,BUY,2599,2521.03,2755,2845,2989,73.58662731,5.707882698,15666,,,2600.2
15-04-2025,14:50:00,HAL-EQ,2303,BUY,4143,4018.71,4392,4445,4764,57.15731746,0.770139972,18961,,,4202.7
21-04-2025,15:20:00,HAL-EQ,2303,BUY,4253,4125.41,4445,4508,4891,55.48667959,-0.128131658,24609,,,4314.3
23-04-2025,09:20:00,HAL-EQ,2303,BUY,4339,4208.83,4445,4599,4990,71.80838004,3.896627283,90282,,,4343
28-04-2025,15:10:00,HAL-EQ,2303,BUY,4365,4234.05,4445,4627,5020,57.4176307,-0.284219564,63140,,,4424
29-04-2025,09:40:00,HAL-EQ,2303,BUY,4445,4311.65,4712,4801,5112,64.20863894,27.19776206,151219,,,4499
13-05-2025,12:00:00,HAL-EQ,2303,BUY,4608,4469.76,4660,4675,4884,73.62255247,25.03944877,166075,,,4633
14-05-2025,13:35:00,HAL-EQ,2303,BUY,4675,4534.75,4956,5049,5376,63.29415359,4.852701343,574839,,,4790.9
15-05-2025,09:15:00,HAL-EQ,2303,BUY,4798,4654.06,5086,5182,5518,64.20901919,13.90444945,468097,,,4799
16-05-2025,14:10:00,HAL-EQ,2303,BUY,4883,4736.51,5176,5274,5615,71.84336067,11.50353308,143244,,,5149
